Round,Category,Tier,Variable,Unit,Definition
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Biogas,EJ/yr,Final energy consumption of biogas in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Coal,EJ/yr,Final energy consumption of coal in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Electricity,EJ/yr,Final energy consumption of electricity in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Gas,EJ/yr,Final energy consumption of gas in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Hydrogen,EJ/yr,Final energy consumption of hydrogen in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Oil,EJ/yr,Final energy consumption of oil in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in bulk chemicals group-agricultural chemicals.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Ag chemicals|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in bulk chemicals group-agricultural chemicals."
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Biogas,EJ/yr,Final energy consumption of biogas in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Coal,EJ/yr,Final energy consumption of coal in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Electricity,EJ/yr,Final energy consumption of electricity in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Gas,EJ/yr,Final energy consumption of gas in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Hydrogen,EJ/yr,Final energy consumption of hydrogen in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Biogas,EJ/yr,Final energy consumption of biogas in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Coal,EJ/yr,Final energy consumption of coal in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Electricity,EJ/yr,Final energy consumption of electricity in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Gas,EJ/yr,Final energy consumption of gas in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Hydrogen,EJ/yr,Final energy consumption of hydrogen in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Oil,EJ/yr,Final energy consumption of oil in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in bulk chemicals group-inorganic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Inorganic|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in bulk chemicals group-inorganic."
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Oil,EJ/yr,Final energy consumption of oil in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Biogas,EJ/yr,Final energy consumption of biogas in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Coal,EJ/yr,Final energy consumption of coal in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Electricity,EJ/yr,Final energy consumption of electricity in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Gas,EJ/yr,Final energy consumption of gas in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Hydrogen,EJ/yr,Final energy consumption of hydrogen in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Oil,EJ/yr,Final energy consumption of oil in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in bulk chemicals group-organic.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Organic|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in bulk chemicals group-organic."
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Biogas,EJ/yr,Final energy consumption of biogas in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Coal,EJ/yr,Final energy consumption of coal in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Electricity,EJ/yr,Final energy consumption of electricity in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Gas,EJ/yr,Final energy consumption of gas in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Hydrogen,EJ/yr,Final energy consumption of hydrogen in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Oil,EJ/yr,Final energy consumption of oil in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in bulk chemicals group-resins.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Resins|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in bulk chemicals group-resins."
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in bulk chemicals group.
2,Energy,3,Final Energy|Industry|EInt Mfg|Bulk chemicals|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in bulk chemicals group."
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Biogas,EJ/yr,Final energy consumption of biogas in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Coal,EJ/yr,Final energy consumption of coal in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Electricity,EJ/yr,Final energy consumption of electricity in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Gas,EJ/yr,Final energy consumption of gas in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Hydrogen,EJ/yr,Final energy consumption of hydrogen in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Oil,EJ/yr,Final energy consumption of oil in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in cement and lime.
2,Energy,3,Final Energy|Industry|EInt Mfg|Cement and lime|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in cement and lime."
2,Energy,2,Final Energy|Industry|EInt Mfg|Coal,EJ/yr,Final energy consumption of coal in industry|eint mfg.
2,Energy,2,Final Energy|Industry|EInt Mfg|Electricity,EJ/yr,Final energy consumption of electricity in industry|eint mfg.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Biogas,EJ/yr,Final energy consumption of biogas in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Coal,EJ/yr,Final energy consumption of coal in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Electricity,EJ/yr,Final energy consumption of electricity in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Gas,EJ/yr,Final energy consumption of gas in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Hydrogen,EJ/yr,Final energy consumption of hydrogen in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Oil,EJ/yr,Final energy consumption of oil in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in food products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Food products|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in food products."
2,Energy,2,Final Energy|Industry|EInt Mfg|Gas,EJ/yr,Final energy consumption of gas in industry|eint mfg.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Biogas,EJ/yr,Final energy consumption of biogas in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Coal,EJ/yr,Final energy consumption of coal in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Electricity,EJ/yr,Final energy consumption of electricity in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Gas,EJ/yr,Final energy consumption of gas in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Hydrogen,EJ/yr,Final energy consumption of hydrogen in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Oil,EJ/yr,Final energy consumption of oil in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in glass and glass products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Glass|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in glass and glass products."
2,Energy,2,Final Energy|Industry|EInt Mfg|Hydrogen,EJ/yr,Final energy consumption of hydrogen in industry|eint mfg.
2,Energy,3,Final Energy|Industry|EInt Mfg|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in industry|eint mfg.
2,Energy,3,Final Energy|Industry|EInt Mfg|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in industry|eint mfg.
2,Energy,3,Final Energy|Industry|EInt Mfg|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in industry|eint mfg.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Biogas,EJ/yr,Final energy consumption of biogas in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Coal,EJ/yr,Final energy consumption of coal in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Electricity,EJ/yr,Final energy consumption of electricity in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Gas,EJ/yr,Final energy consumption of gas in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Hydrogen,EJ/yr,Final energy consumption of hydrogen in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Oil,EJ/yr,Final energy consumption of oil in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in iron and steel.
2,Energy,3,Final Energy|Industry|EInt Mfg|Iron and steel|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in iron and steel."
2,Energy,2,Final Energy|Industry|EInt Mfg|Oil,EJ/yr,Final energy consumption of oil in industry|eint mfg.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Biogas,EJ/yr,Final energy consumption of biogas in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Coal,EJ/yr,Final energy consumption of coal in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Electricity,EJ/yr,Final energy consumption of electricity in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Gas,EJ/yr,Final energy consumption of gas in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Hydrogen,EJ/yr,Final energy consumption of hydrogen in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Oil,EJ/yr,Final energy consumption of oil in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in other.
2,Energy,3,Final Energy|Industry|EInt Mfg|Other|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in other."
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Biogas,EJ/yr,Final energy consumption of biogas in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Coal,EJ/yr,Final energy consumption of coal in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Electricity,EJ/yr,Final energy consumption of electricity in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Gas,EJ/yr,Final energy consumption of gas in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Hydrogen,EJ/yr,Final energy consumption of hydrogen in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Oil,EJ/yr,Final energy consumption of oil in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in paper and allied products.
2,Energy,3,Final Energy|Industry|EInt Mfg|Paper|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in paper and allied products."
2,Energy,2,Final Energy|Industry|EInt Mfg|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in industry|eint mfg.
2,Energy,2,Final Energy|Industry|EInt Mfg|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in industry|eint mfg."
2,Energy,1,Final Energy|Industry|Electricity,EJ/yr,Final energy consumption of electricity in industry.
2,Energy,1,Final Energy|Industry|Gas,EJ/yr,Final energy consumption of gas in industry.
2,Energy,1,Final Energy|Industry|Hydrogen,EJ/yr,Final energy consumption of hydrogen in industry.
2,Energy,2,Final Energy|Industry|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in industry.
2,Energy,2,Final Energy|Industry|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in industry.
2,Energy,2,Final Energy|Industry|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in industry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Biogas,EJ/yr,Final energy consumption of biogas in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Coal,EJ/yr,Final energy consumption of coal in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Biogas,EJ/yr,Final energy consumption of biogas in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Coal,EJ/yr,Final energy consumption of coal in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Electricity,EJ/yr,Final energy consumption of electricity in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Gas,EJ/yr,Final energy consumption of gas in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Hydrogen,EJ/yr,Final energy consumption of hydrogen in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Hydrogen|Direct use,EJ/yr,Final energy consumption of hydrogen (pure) used directly in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Hydrogen|Fuel cell,EJ/yr,Final energy consumption of hydrogen (pure) used in a fuel cell in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Hydrogen|NG blend,EJ/yr,Final energy consumption of hydrogen that is blended with natural gas in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Oil,EJ/yr,Final energy consumption of oil in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Synthetic Gas,EJ/yr,Final energy consumption of synthetic gas made from carbon and hydrogen in agriculture-crops.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Crops|Synthetic Liquids,EJ/yr,"Final energy consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in agriculture-crops."
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Electricity,EJ/yr,Final energy consumption of electricity in agriculture.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Biogas,EJ/yr,Final energy consumption of biogas in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Biomass Liquids,EJ/yr,Final energy consumption of biomass liquids in agriculture-forestry.
2,Energy,3,Final Energy|Industry|Non Mfg|Agriculture|Forestry|Biomass Solids,EJ/yr,Final energy consumption of solid forms of biomass in agriculture-forestry.
