Round,Category,Tier,Variable,Unit,Definition
2,Energy,1,Secondary Energy|Hydrogen|Thermochemical|Nuclear,EJ/yr,hydrogen production from nuclear energy (e.g. thermochemical water splitting with nuclear heat)
2,Energy,1,Secondary Energy|Petroleum Refining,EJ/yr,Total refined petroleum products
2,Energy,2,Secondary Energy|Petroleum Refining|Input,EJ/yr,Total fuel consumption in petroleum refineries
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Biogas,EJ/yr,Consumption of biogas in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Biomass Liquids,EJ/yr,Consumption of biomass liquids in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Biomass Solids,EJ/yr,Consumption of solid forms of biomass in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Coal,EJ/yr,Consumption of coal in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Electricity,EJ/yr,Consumption of electricity in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Gas,EJ/yr,Consumption of gas in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Hydrogen,EJ/yr,Consumption of hydrogen in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Hydrogen|Direct Use,EJ/yr,Consumption of hydrogen (pure) used directly in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Hydrogen|Fuel Cell,EJ/yr,Consumption of hydrogen (pure) used in a fuel cell in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Hydrogen|NG Blend,EJ/yr,Consumption of hydrogen blended with natural gas in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Oil,EJ/yr,Consumption of oil in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Synthetic Gas,EJ/yr,Consumption of synthetic gas made from carbon and hydrogen in petroleum refineries.
2,Energy,3,Secondary Energy|Petroleum Refining|Input|Synthetic Liquids,EJ/yr,"Consumption of liquid synthesized from hydrogen (e.g., ammonia or hydrogen combined with bio- or DAC-sourced carbon) in petroleum refineries."
2,Energy,2,Secondary Energy|Petroleum Refining|w/ CCS,EJ/yr,Total refined petroleum products w/ CCS
2,Energy,2,Secondary Energy|Petroleum Refining|w/o CCS,EJ/yr,Total refined petroleum products w/o CCS
2,Energy,1,Secondary Energy|Synthetic Gas,EJ/yr,"Total synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,3,Secondary Energy|Synthetic Gas|Coal|w/ CCS,EJ/yr,"synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from coal with a CO2 capture component"
2,Energy,3,Secondary Energy|Synthetic Gas|Electricity,EJ/yr,"synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from electricity via electrolysis"
2,Energy,2,Secondary Energy|Synthetic Gas|Electricity|Input,EJ/yr,"Total electricity input for synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,3,Secondary Energy|Synthetic Gas|Gas|w/ CCS,EJ/yr,"synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from natural gas with a CO2 capture component"
2,Energy,3,Secondary Energy|Synthetic Gas|Hydrogen,EJ/yr,"synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from hydrogen."
2,Energy,2,Secondary Energy|Synthetic Gas|Hydrogen|Input,EJ/yr,"Total hydrogen input for synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,1,Secondary Energy|Synthetic Gas|Input,EJ/yr,"Total energy input for synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,3,Secondary Energy|Synthetic Gas|Nuclear,EJ/yr,"synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from nuclear energy."
2,Energy,3,Secondary Energy|Synthetic Gas|Oil|w/ CCS,EJ/yr,"synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from oil with CCS"
2,Energy,3,Secondary Energy|Synthetic Gas|Other,EJ/yr,"synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from other sources that do not fit to any other category"
2,Energy,2,Secondary Energy|Synthetic Gas|Other|Input,EJ/yr,"Total other inputs for synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,3,Secondary Energy|Synthetic Gas|Solar,EJ/yr,"synthetic gas (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from solar energy."
2,Energy,1,Secondary Energy|Synthetic Liquids,EJ/yr,"Total synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,3,Secondary Energy|Synthetic Liquids|Coal|w/ CCS,EJ/yr,"Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from coal with a CO2 capture component"
2,Energy,3,Secondary Energy|Synthetic Liquids|Electricity,EJ/yr,"Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from electricity via electrolysis"
2,Energy,2,Secondary Energy|Synthetic Liquids|Electricity|Input,EJ/yr,"Total electricity input for Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,3,Secondary Energy|Synthetic Liquids|Gas|w/ CCS,EJ/yr,"Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from natural gas with a CO2 capture component"
2,Energy,3,Secondary Energy|Synthetic Liquids|Hydrogen,EJ/yr,"Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from hydrogen."
2,Energy,2,Secondary Energy|Synthetic Liquids|Hydrogen|Input,EJ/yr,"Total hydrogen input for Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,1,Secondary Energy|Synthetic Liquids|Input,EJ/yr,"Total energy input for Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,3,Secondary Energy|Synthetic Liquids|Nuclear,EJ/yr,"Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from nuclear energy."
2,Energy,3,Secondary Energy|Synthetic Liquids|Oil|w/ CCS,EJ/yr,"Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from oil with CCS"
2,Energy,3,Secondary Energy|Synthetic Liquids|Other,EJ/yr,"Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from other sources that do not fit to any other category"
2,Energy,2,Secondary Energy|Synthetic Liquids|Other|Input,EJ/yr,"Total other inputs for Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production."
2,Energy,3,Secondary Energy|Synthetic Liquids|Solar,EJ/yr,"Synthetic liquids (i.e., made from bio- or DAC-sourced carbon and hydrogen) production from solar energy."
2,Energy,3,Trade|Primary Energy|Biomass|Volume,EJ/yr,"net exports of solid, unprocessed biomass, at the global level these should add up to the trade losses only"
2,Energy,3,Trade|Primary Energy|Coal|Volume,EJ/yr,"net exports of coal, at the global level these should add up to the trade losses only"
2,Energy,3,Trade|Primary Energy|Gas|Volume,EJ/yr,"net exports of natural gas, at the global level these should add up to the trade losses only"
2,Energy,3,Trade|Primary Energy|Oil|Volume,EJ/yr,"net exports of crude oil, at the global level these should add up to the trade losses only"
2,Trade,4,Trade|Secondary Energy|Biogas|Value,billion US$2018/yr,"value of net exports of biogas, at the global level these should add up to the trade losses only"
2,Trade,3,Trade|Secondary Energy|Biogas|Volume,EJ/yr,"net exports of biogas, at the global level these should add up to the trade losses only"
2,Trade,4,Trade|Secondary Energy|Biomass Liquids|Value,billion US$2018/yr,"value of net exports of liquid biofuels, at the global level these should add up to the trade losses only (for those models that are able to split solid and liquid bioenergy)"
2,Trade,3,Trade|Secondary Energy|Biomass Liquids|Volume,EJ/yr,"net exports of liquid biofuels, at the global level these should add up to the trade losses only (for those models that are able to split solid and liquid bioenergy)"
2,Trade,4,Trade|Secondary Energy|Biomass Solids|Value,billion US$2018/yr,"value of net exports of biomass solids, at the global level these should add up to the trade losses only"
2,Trade,3,Trade|Secondary Energy|Biomass Solids|Volume,EJ/yr,"net exports of biomass solids, at the global level these should add up to the trade losses only"
2,Trade,4,Trade|Secondary Energy|Electricity|Value,billion US$2018/yr,"value of net exports of electricity, at the global level these should add up to the trade losses only"
2,Trade,3,Trade|Secondary Energy|Electricity|Volume,EJ/yr,"net exports of electricity, at the global level these should add up to the trade losses only"
2,Trade,4,Trade|Secondary Energy|Hydrogen|Value,billion US$2018/yr,"value of net exports of hydrogen, at the global level these should add up to the trade losses only"
2,Trade,3,Trade|Secondary Energy|Hydrogen|Volume,EJ/yr,"net exports of hydrogen, at the global level these should add up to the trade losses only"
2,Trade,4,Trade|Secondary Energy|Oil|Value,billion US$2018/yr,"value of net exports of liquid fuels from petroleum including both conventional and unconventional sources, at the global level these should add up to the trade losses only"
2,Trade,3,Trade|Secondary Energy|Oil|Volume,EJ/yr,"net exports of liquid fuels from petroleum including both conventional and unconventional sources, at the global level these should add up to the trade losses only"
2,Trade,4,Trade|Secondary Energy|Synthetic Gas|Value,billion US$2018/yr,"value of net exports of synthetic gas, at the global level these should add up to the trade losses only"
2,Trade,3,Trade|Secondary Energy|Synthetic Gas|Volume,EJ/yr,"net exports of synthetic gas, at the global level these should add up to the trade losses only"
2,Trade,4,Trade|Secondary Energy|Synthetic Liquids|Value,billion US$2018/yr,"value of net exports of synthetic liquids, at the global level these should add up to the trade losses only"
2,Trade,3,Trade|Secondary Energy|Synthetic Liquids|Volume,EJ/yr,"net exports of synthetic liquids, at the global level these should add up to the trade losses only"
2,Economy,3,Trade|Terms,Index,ratio of the domestic consumer price index (CPI) to the import price index (IPI). This indicator captures variations of domestic prices relative to international prices
2,Economy,1,Welfare,%,welfare indicator (equivalent variation). Please provide any additional details on the welfare metric in the 'comments' tab.
2,Energy,2,Capacity|Electricity|Net Peak Demand|Summer|Day,Day,"The day of year when the electricity system reaches net peak summer demand (e.g., net of utility and distributed wind and solar). The day should be expressed a three digit day of year (1 to 365)."
2,Energy,2,Capacity|Electricity|Net Peak Demand|Summer|Hour,Hour,"The hour of day (local) when the electricity system reaches net peak summer demand (e.g., net of utility and distributed wind and solar). . The hour should be expressed as an integer (0 to 23) representing the local time."
2,Energy,2,Capacity|Electricity|Net Peak Demand|Summer|Level,GW,"Net peak summer load (e.g., net of utility and distributed wind and solar)."
2,Energy,2,Capacity|Electricity|Net Peak Demand|Winter|Day,Day,The day of year when the electricity system reaches winter peak demand. The day should be expressed a three digit day of year (1 to 365).
2,Energy,2,Capacity|Electricity|Net Peak Demand|Winter|Hour,Hour,The hour of day (local) when the electricity system reaches winter peak annual demand. The hour should be expressed as an integer (0 to 23) representing the local time.
2,Energy,2,Capacity|Electricity|Net Peak Demand|Winter|Level,GW,"Net peak winter load (e.g., net of utility and distributed wind and solar)."
2,Energy,2,Capacity|Electricity|Peak Demand|Summer|Day,Day,The day of year when the electricity system reaches peak summer demand. The day should be expressed a three digit day of year (1 to 365).
2,Energy,2,Capacity|Electricity|Peak Demand|Summer|Hour,Hour,The hour of day (local) when the electricity system reaches peak summer demand. The hour should be expressed as an integer (0 to 23) representing the local time.
2,Energy,2,Capacity|Electricity|Peak Demand|Summer|Level,GW,Peak summer electricity load.
2,Energy,2,Capacity|Electricity|Peak Demand|Winter|Day,Day,The day of year when the electricity system reaches peak winter demand. The day should be expressed a three digit day of year (1 to 365).
2,Energy,2,Capacity|Electricity|Peak Demand|Winter|Hour,Hour,The hour of day (local) when the electricity system reaches peak winter demand. The hour should be expressed as an integer (0 to 23) representing the local time.
2,Energy,2,Capacity|Electricity|Peak Demand|Winter|Level,GW,Peak winter electricity load.
2,Economy,2,Consumption|Electricity,billion US$2018/yr,Final electricity consumption by households.
2,Economy,2,Consumption|Energy,billion US$2018/yr,Final energy consumption by households.
2,Emissions,2,Emissions|CO2,Mt CO2/yr,Total (gross) CO2 emissions to the atmosphere (excludes all captured and stored CO2) [does not include any CDR or land sink]
2,Emissions,2,Emissions|CO2|Direct Air Capture,Mt CO2/yr,Total (gross) CO2 emissions to the atmosphere from direct air capture processes.
2,Emissions,2,Emissions|CO2|Energy|Demand|Transportation|Aviation,Mt CO2/yr,CO2 emissions from fuel combustion in aviation.
2,Emissions,3,Emissions|CO2|Energy|Demand|Transportation|Freight|Shipping,Mt CO2/yr,CO2 emissions from fuel combustion in freight shipping.
2,Emissions,2,Emissions|CO2|Energy|Demand|Transportation|Rail,Mt CO2/yr,CO2 emissions from fuel combustion in rail.
2,Emissions,1,Emissions|CO2|Energy|Supply|Gas,Mt CO2/yr,CO2 emissions from natural gas processing (exploration and production emissions should be reported in Emissions|CO2|Energy|Demand|Industry|Non Mfg|Oil-gas extraction and transportation emissions in Emissions|CO2|Energy|Demand|Transportation|Pipeline).
2,Emissions,1,Emissions|CO2|Energy|Supply|Petroleum Refining,Mt CO2/yr,CO2 emissions from fuel use in petroleum refineries (NAICS 324110). Exploration and production emissions should be reported in Emissions|CO2|Energy|Demand|Industry|Non Mfg|Oil-gas extraction.
2,Energy,1,Final Energy|Industry|Chemical Feedstocks|Hydrogen,EJ/yr,Consumption of hydrogen as a feedstock in industry.
2,Energy,2,Final Energy|Industry|Chemical Feedstocks|Hydrogen|Eint Mfg,EJ/yr,Consumption of hydrogen as a feedstock in energy intensive industry.
2,Energy,3,Final Energy|Industry|Chemical Feedstocks|Hydrogen|Eint Mfg|Bulk chemicals,EJ/yr,Consumption of hydrogen as a feedstock in bulk chemicals.
2,Energy,3,Final Energy|Industry|Chemical Feedstocks|Hydrogen|Eint Mfg|Bulk chemicals|Ag chemicals,EJ/yr,Consumption of hydrogen as a feedstock in inorganic bulk chemicals.
2,Energy,3,Final Energy|Industry|Chemical Feedstocks|Hydrogen|Eint Mfg|Bulk chemicals|Inorganic,EJ/yr,Consumption of hydrogen as a feedstock in inorganic bulk chemicals.
2,Energy,3,Final Energy|Industry|Chemical Feedstocks|Hydrogen|Eint Mfg|Bulk chemicals|Organic,EJ/yr,Consumption of hydrogen as a feedstock in organic bulk chemicals.
2,Energy,3,Final Energy|Industry|Chemical Feedstocks|Hydrogen|Eint Mfg|Bulk chemicals|Resins,EJ/yr,Consumption of hydrogen as a feedstock in bulk chemical resins.
