model,scenario,region,variable,unit,year,value,datasrc
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2055,5.04,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2060,7,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2065,8.86,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2070,2.12,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2075,3.72,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2080,3.62,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2085,5.35,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2090,6.66,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2095,7.11,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2100,3.59,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2020,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2025,1.41,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2030,3.35,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2035,2.12,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2040,1.24,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2045,1.71,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2050,2.89,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2055,5.04,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2060,7,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2065,8.86,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2070,2.12,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2075,3.72,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2080,3.62,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2085,5.35,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2090,6.66,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2095,7.11,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/ CCS,GW/yr,2100,3.59,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2020,15.67,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2025,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2030,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2035,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2040,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2045,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2050,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2055,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2060,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2065,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2070,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2075,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2080,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2085,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2090,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2095,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2100,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2020,0.27,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2025,0.17,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2030,0.32,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2035,0.22,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2040,0.08,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2045,0.25,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2050,0.49,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2055,0.79,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2060,0.92,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2065,0.95,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2070,0.24,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2075,0.44,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2080,0.45,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2085,0.67,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2090,0.8,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2095,0.81,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2100,0.34,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2020,20.04,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2025,19.84,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2030,19.84,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2035,19.84,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2040,19.84,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2045,19.84,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2050,19.84,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2055,16.32,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2060,10.09,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2065,3.87,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2070,1.58,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2075,0.17,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2080,0.21,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2085,0.35,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2090,0.47,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2095,0.54,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2100,0.28,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2020,0.58,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2025,0.19,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2030,0.21,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2035,0.12,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2040,0.07,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2045,0.17,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2050,0.33,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2055,0.67,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2060,0.95,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2065,1.22,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2070,0.31,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2075,0.59,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2080,0.59,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2085,0.84,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2090,0.97,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2095,0.94,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2100,0.41,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2020,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2025,0.06,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2030,0.14,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2035,0.08,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2040,0.04,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2045,0.04,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2050,0.07,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2055,0.11,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2060,0.13,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2065,0.15,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2070,0.03,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2075,0.06,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2080,0.06,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2085,0.08,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2090,0.1,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2095,0.09,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/ CCS,GW/yr,2100,0.04,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2020,0.58,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2025,0.13,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2030,0.07,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2035,0.04,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2040,0.03,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2045,0.12,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2050,0.26,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2055,0.55,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2060,0.82,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2065,1.08,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2070,0.28,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2075,0.53,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2080,0.53,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2085,0.76,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2090,0.87,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2095,0.85,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2100,0.37,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2020,13.24,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2025,24.05,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2030,34.17,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2035,23.19,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2040,20.53,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2045,32.99,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2050,41.04,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2055,53.48,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2060,67.6,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2065,73.91,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2070,58.33,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2075,66.89,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2080,69.58,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2085,76.33,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2090,82.49,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2095,84.33,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2100,71.37,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2020,0.01,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2025,0.02,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2030,0.06,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2035,0.1,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2040,0.08,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2045,0.34,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2050,0.49,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2055,0.98,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2060,1.38,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2065,2,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2070,0.53,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2075,1.03,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2080,1.03,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2085,1.37,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2090,1.44,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2095,1.31,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2100,0.57,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2020,13.23,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2025,24.04,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2030,34.11,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2035,23.09,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2040,20.45,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2045,32.64,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2050,40.55,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2055,52.5,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2060,66.22,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2065,71.91,emf37_usacanmex.csv
GCAM-EMF,NT.IRA.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2070,57.8,emf37_usacanmex.csv
