model,scenario,region,variable,unit,year,value,datasrc
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2040,4.45,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2045,5.02,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2050,7.2,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2055,7.25,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2060,8.69,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2065,11.21,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2070,7.22,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2075,8.25,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2080,7.14,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2085,7.24,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2090,8.43,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2095,10.41,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas,GW/yr,2100,9.45,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2020,15.49,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2025,5.29,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2030,6.32,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2035,4.62,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2040,4.45,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2045,5.02,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2050,7.2,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2055,7.25,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2060,8.69,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2065,11.21,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2070,7.22,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2075,8.25,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2080,7.14,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2085,7.24,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2090,8.43,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2095,10.41,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Gas|w/o CCS,GW/yr,2100,9.45,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2020,0.27,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2025,0.12,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2030,0.22,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2035,0.18,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2040,0.2,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2045,0.32,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2050,0.57,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2055,0.59,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2060,0.63,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2065,0.71,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2070,0.46,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2075,0.55,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2080,0.51,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2085,0.51,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2090,0.55,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2095,0.61,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Geothermal,GW/yr,2100,0.47,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2020,0.57,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2025,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2030,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2035,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2040,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2045,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2050,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2055,0.07,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2060,0.1,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2065,0.16,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2070,0.13,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2075,0.2,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2080,0.21,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2085,0.25,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2090,0.3,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2095,0.38,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Nuclear,GW/yr,2100,0.34,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2020,0.58,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2025,0.31,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2030,0.29,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2035,0.2,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2040,0.19,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2045,0.26,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2050,0.45,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2055,0.54,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2060,0.66,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2065,0.85,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2070,0.58,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2075,0.72,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2080,0.64,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2085,0.62,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2090,0.65,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2095,0.69,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil,GW/yr,2100,0.52,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2020,0.58,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2025,0.31,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2030,0.29,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2035,0.2,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2040,0.19,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2045,0.26,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2050,0.45,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2055,0.54,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2060,0.66,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2065,0.85,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2070,0.58,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2075,0.72,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2080,0.64,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2085,0.62,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2090,0.65,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2095,0.69,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Oil|w/o CCS,GW/yr,2100,0.52,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2020,12.44,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2025,19.22,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2030,31.81,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2035,28.33,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2040,30,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2045,35.57,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2050,41.44,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2055,49.47,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2060,60.35,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2065,67.29,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2070,65.3,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2075,72.76,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2080,74.81,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2085,76.62,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2090,79.66,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2095,81.89,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar,GW/yr,2100,74.82,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2020,0.01,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2025,0.02,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2030,0.05,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2035,0.09,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2040,0.18,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2045,0.39,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2050,0.52,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2055,0.67,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2060,0.79,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2065,1.1,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2070,0.76,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2075,0.97,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2080,0.86,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2085,0.8,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2090,0.78,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2095,0.79,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|CSP,GW/yr,2100,0.57,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2020,12.43,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2025,19.21,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2030,31.76,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2035,28.25,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2040,29.82,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2045,35.18,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2050,40.91,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2055,48.8,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2060,59.56,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2065,66.19,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2070,64.54,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2075,71.79,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2080,73.95,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2085,75.82,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2090,78.88,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2095,81.11,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Solar|PV,GW/yr,2100,74.24,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2020,15.87,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2025,12.4,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2030,17.96,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2035,14.68,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2040,15.57,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2045,21.6,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2050,20.85,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2055,21.21,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2060,23.55,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2065,26.09,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2070,17.71,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2075,22.17,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2080,20.09,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2085,19.98,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2090,21.43,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2095,23.31,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind,GW/yr,2100,17.47,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2020,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2025,0.04,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2030,0.13,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2035,0.19,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2040,0.32,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2045,0.58,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2050,0.64,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2055,0.68,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2060,0.74,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2065,0.85,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2070,0.56,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2075,0.68,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2080,0.59,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2085,0.57,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2090,0.58,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2095,0.6,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Offshore,GW/yr,2100,0.45,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2010,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2015,0,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2020,15.87,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2025,12.36,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2030,17.83,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2035,14.49,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2040,15.25,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2045,21.02,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2050,20.21,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2055,20.53,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2060,22.81,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2065,25.23,emf37_usacanmex.csv
GCAM-EMF,NT.Ref,United States,Capacity Additions|Electricity|Wind|Onshore,GW/yr,2070,17.14,emf37_usacanmex.csv
