region,year,value,variable,unit,scenario,model
United States,2027,33.5259,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - Mid,ReEDS
United States,2028,84.9116,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2028,77.528,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - AdvBRE,ReEDS
United States,2028,48.7044,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - ConsBRE,ReEDS
United States,2028,61.7331,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - Constrained,ReEDS
United States,2028,84.431,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - HGP,ReEDS
United States,2028,79.0063,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - HII,ReEDS
United States,2028,56.5176,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - LGP,ReEDS
United States,2028,59.0761,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - LII,ReEDS
United States,2028,72.7278,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - Mid,ReEDS
United States,2028,35.0416,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,35.0355,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,34.0788,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2028,34.5807,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - Constrained,ReEDS
United States,2028,38.9807,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - HGP,ReEDS
United States,2028,34.2553,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - LGP,ReEDS
United States,2028,34.4018,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - Mid,ReEDS
United States,2029,104.2081,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2029,97.032,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - AdvBRE,ReEDS
United States,2029,57.3134,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - ConsBRE,ReEDS
United States,2029,81.692,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - Constrained,ReEDS
United States,2029,97.0328,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - HGP,ReEDS
United States,2029,93.9435,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - HII,ReEDS
United States,2029,70.1763,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - LGP,ReEDS
United States,2029,77.1242,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - LII,ReEDS
United States,2029,89.516,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - Mid,ReEDS
United States,2029,40.4552,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,40.3551,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,34.5083,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2029,35.527,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - Constrained,ReEDS
United States,2029,44.1466,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - HGP,ReEDS
United States,2029,34.724,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - LGP,ReEDS
United States,2029,34.9156,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - Mid,ReEDS
United States,2030,127.3501,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2030,126.1738,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - AdvBRE,ReEDS
United States,2030,73.568,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - ConsBRE,ReEDS
United States,2030,109.9053,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - Constrained,ReEDS
United States,2030,120.2795,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - HGP,ReEDS
United States,2030,117.4224,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - HII,ReEDS
United States,2030,94.932,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - LGP,ReEDS
United States,2030,103.3886,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - LII,ReEDS
United States,2030,112.0393,Capacity|Electricity|Storage Capacity,GW,IRA-BIL - Mid,ReEDS
United States,2030,50.3933,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,52.6998,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,36.0827,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2030,40.8743,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - Constrained,ReEDS
United States,2030,57.0074,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - HGP,ReEDS
United States,2030,38.8326,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - LGP,ReEDS
United States,2030,40.3089,Capacity|Electricity|Storage Capacity,GW,NoNewPolicy - Mid,ReEDS
United States,2022,38.8139,Capacity|Electricity|Solar,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2022,38.8139,Capacity|Electricity|Solar,GW,IRA-BIL - AdvBRE,ReEDS
United States,2022,37.8955,Capacity|Electricity|Solar,GW,IRA-BIL - ConsBRE,ReEDS
United States,2022,38.7886,Capacity|Electricity|Solar,GW,IRA-BIL - Constrained,ReEDS
United States,2022,38.6049,Capacity|Electricity|Solar,GW,IRA-BIL - HGP,ReEDS
United States,2022,38.6928,Capacity|Electricity|Solar,GW,IRA-BIL - HII,ReEDS
United States,2022,38.6928,Capacity|Electricity|Solar,GW,IRA-BIL - LGP,ReEDS
United States,2022,38.6928,Capacity|Electricity|Solar,GW,IRA-BIL - LII,ReEDS
United States,2022,38.6928,Capacity|Electricity|Solar,GW,IRA-BIL - Mid,ReEDS
United States,2022,115.1917,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,115.1917,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,110.3273,Capacity|Electricity|Solar,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2022,111.7108,Capacity|Electricity|Solar,GW,NoNewPolicy - Constrained,ReEDS
United States,2022,122.4746,Capacity|Electricity|Solar,GW,NoNewPolicy - HGP,ReEDS
United States,2022,110.3722,Capacity|Electricity|Solar,GW,NoNewPolicy - LGP,ReEDS
United States,2022,115.5013,Capacity|Electricity|Solar,GW,NoNewPolicy - Mid,ReEDS
United States,2023,145.6906,Capacity|Electricity|Solar,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2023,145.6319,Capacity|Electricity|Solar,GW,IRA-BIL - AdvBRE,ReEDS
United States,2023,130.0973,Capacity|Electricity|Solar,GW,IRA-BIL - ConsBRE,ReEDS
United States,2023,141.6341,Capacity|Electricity|Solar,GW,IRA-BIL - Constrained,ReEDS
United States,2023,165.2532,Capacity|Electricity|Solar,GW,IRA-BIL - HGP,ReEDS
United States,2023,141.9884,Capacity|Electricity|Solar,GW,IRA-BIL - HII,ReEDS
United States,2023,134.7021,Capacity|Electricity|Solar,GW,IRA-BIL - LGP,ReEDS
United States,2023,136.4335,Capacity|Electricity|Solar,GW,IRA-BIL - LII,ReEDS
United States,2023,138.1151,Capacity|Electricity|Solar,GW,IRA-BIL - Mid,ReEDS
United States,2023,126.2395,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,126.2416,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,121.8997,Capacity|Electricity|Solar,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2023,125.7585,Capacity|Electricity|Solar,GW,NoNewPolicy - Constrained,ReEDS
United States,2023,137.0106,Capacity|Electricity|Solar,GW,NoNewPolicy - HGP,ReEDS
United States,2023,121.5689,Capacity|Electricity|Solar,GW,NoNewPolicy - LGP,ReEDS
United States,2023,126.5278,Capacity|Electricity|Solar,GW,NoNewPolicy - Mid,ReEDS
United States,2024,179.1465,Capacity|Electricity|Solar,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2024,175.8604,Capacity|Electricity|Solar,GW,IRA-BIL - AdvBRE,ReEDS
United States,2024,145.3916,Capacity|Electricity|Solar,GW,IRA-BIL - ConsBRE,ReEDS
United States,2024,170.7126,Capacity|Electricity|Solar,GW,IRA-BIL - Constrained,ReEDS
United States,2024,222.2053,Capacity|Electricity|Solar,GW,IRA-BIL - HGP,ReEDS
United States,2024,171.1955,Capacity|Electricity|Solar,GW,IRA-BIL - HII,ReEDS
United States,2024,156.968,Capacity|Electricity|Solar,GW,IRA-BIL - LGP,ReEDS
United States,2024,164.1997,Capacity|Electricity|Solar,GW,IRA-BIL - LII,ReEDS
United States,2024,170.7446,Capacity|Electricity|Solar,GW,IRA-BIL - Mid,ReEDS
United States,2024,137.0293,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,136.825,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,131.4112,Capacity|Electricity|Solar,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2024,138.8708,Capacity|Electricity|Solar,GW,NoNewPolicy - Constrained,ReEDS
United States,2024,154.6381,Capacity|Electricity|Solar,GW,NoNewPolicy - HGP,ReEDS
United States,2024,131.496,Capacity|Electricity|Solar,GW,NoNewPolicy - LGP,ReEDS
United States,2024,137.8353,Capacity|Electricity|Solar,GW,NoNewPolicy - Mid,ReEDS
United States,2025,223.0573,Capacity|Electricity|Solar,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2025,220.3325,Capacity|Electricity|Solar,GW,IRA-BIL - AdvBRE,ReEDS
United States,2025,160.4378,Capacity|Electricity|Solar,GW,IRA-BIL - ConsBRE,ReEDS
United States,2025,200.8223,Capacity|Electricity|Solar,GW,IRA-BIL - Constrained,ReEDS
United States,2025,275.322,Capacity|Electricity|Solar,GW,IRA-BIL - HGP,ReEDS
United States,2025,206.224,Capacity|Electricity|Solar,GW,IRA-BIL - HII,ReEDS
United States,2025,183.5796,Capacity|Electricity|Solar,GW,IRA-BIL - LGP,ReEDS
United States,2025,190.4228,Capacity|Electricity|Solar,GW,IRA-BIL - LII,ReEDS
United States,2025,197.8395,Capacity|Electricity|Solar,GW,IRA-BIL - Mid,ReEDS
United States,2025,151.2126,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,151.4204,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,139.1743,Capacity|Electricity|Solar,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2025,154.4353,Capacity|Electricity|Solar,GW,NoNewPolicy - Constrained,ReEDS
United States,2025,180.311,Capacity|Electricity|Solar,GW,NoNewPolicy - HGP,ReEDS
United States,2025,140.2085,Capacity|Electricity|Solar,GW,NoNewPolicy - LGP,ReEDS
United States,2025,150.1853,Capacity|Electricity|Solar,GW,NoNewPolicy - Mid,ReEDS
United States,2026,286.5611,Capacity|Electricity|Solar,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2026,287.7204,Capacity|Electricity|Solar,GW,IRA-BIL - AdvBRE,ReEDS
United States,2026,173.7373,Capacity|Electricity|Solar,GW,IRA-BIL - ConsBRE,ReEDS
United States,2026,245.5775,Capacity|Electricity|Solar,GW,IRA-BIL - Constrained,ReEDS
United States,2026,323.6312,Capacity|Electricity|Solar,GW,IRA-BIL - HGP,ReEDS
United States,2026,256.9039,Capacity|Electricity|Solar,GW,IRA-BIL - HII,ReEDS
United States,2026,220.9389,Capacity|Electricity|Solar,GW,IRA-BIL - LGP,ReEDS
United States,2026,232.5697,Capacity|Electricity|Solar,GW,IRA-BIL - LII,ReEDS
United States,2026,242.7023,Capacity|Electricity|Solar,GW,IRA-BIL - Mid,ReEDS
United States,2026,165.635,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,165.5981,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,143.345,Capacity|Electricity|Solar,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2026,166.0653,Capacity|Electricity|Solar,GW,NoNewPolicy - Constrained,ReEDS
United States,2026,203.1002,Capacity|Electricity|Solar,GW,NoNewPolicy - HGP,ReEDS
United States,2026,150.8527,Capacity|Electricity|Solar,GW,NoNewPolicy - LGP,ReEDS
United States,2026,164.5519,Capacity|Electricity|Solar,GW,NoNewPolicy - Mid,ReEDS
United States,2027,343.0486,Capacity|Electricity|Solar,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2027,343.8822,Capacity|Electricity|Solar,GW,IRA-BIL - AdvBRE,ReEDS
United States,2027,199.2147,Capacity|Electricity|Solar,GW,IRA-BIL - ConsBRE,ReEDS
United States,2027,283.1971,Capacity|Electricity|Solar,GW,IRA-BIL - Constrained,ReEDS
United States,2027,374.7681,Capacity|Electricity|Solar,GW,IRA-BIL - HGP,ReEDS
United States,2027,307.2539,Capacity|Electricity|Solar,GW,IRA-BIL - HII,ReEDS
United States,2027,251.1279,Capacity|Electricity|Solar,GW,IRA-BIL - LGP,ReEDS
United States,2027,274.0048,Capacity|Electricity|Solar,GW,IRA-BIL - LII,ReEDS
United States,2027,298.2041,Capacity|Electricity|Solar,GW,IRA-BIL - Mid,ReEDS
United States,2027,186.2039,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2027,187.0618,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2027,153.3536,Capacity|Electricity|Solar,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2027,184.3592,Capacity|Electricity|Solar,GW,NoNewPolicy - Constrained,ReEDS
United States,2027,223.5275,Capacity|Electricity|Solar,GW,NoNewPolicy - HGP,ReEDS
United States,2027,166.8919,Capacity|Electricity|Solar,GW,NoNewPolicy - LGP,ReEDS
United States,2027,187.7748,Capacity|Electricity|Solar,GW,NoNewPolicy - Mid,ReEDS
United States,2028,412.52,Capacity|Electricity|Solar,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2028,414.441,Capacity|Electricity|Solar,GW,IRA-BIL - AdvBRE,ReEDS
United States,2028,226.2718,Capacity|Electricity|Solar,GW,IRA-BIL - ConsBRE,ReEDS
United States,2028,357.2849,Capacity|Electricity|Solar,GW,IRA-BIL - Constrained,ReEDS
United States,2028,433.6685,Capacity|Electricity|Solar,GW,IRA-BIL - HGP,ReEDS
United States,2028,384.4107,Capacity|Electricity|Solar,GW,IRA-BIL - HII,ReEDS
United States,2028,287.679,Capacity|Electricity|Solar,GW,IRA-BIL - LGP,ReEDS
United States,2028,346.0357,Capacity|Electricity|Solar,GW,IRA-BIL - LII,ReEDS
United States,2028,369.988,Capacity|Electricity|Solar,GW,IRA-BIL - Mid,ReEDS
United States,2028,210.2576,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2028,204.7441,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2028,168.5155,Capacity|Electricity|Solar,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2028,194.1767,Capacity|Electricity|Solar,GW,NoNewPolicy - Constrained,ReEDS
United States,2028,264.0465,Capacity|Electricity|Solar,GW,NoNewPolicy - HGP,ReEDS
United States,2028,177.5619,Capacity|Electricity|Solar,GW,NoNewPolicy - LGP,ReEDS
United States,2028,194.2558,Capacity|Electricity|Solar,GW,NoNewPolicy - Mid,ReEDS
United States,2029,475.5595,Capacity|Electricity|Solar,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2029,474.1018,Capacity|Electricity|Solar,GW,IRA-BIL - AdvBRE,ReEDS
United States,2029,239.3305,Capacity|Electricity|Solar,GW,IRA-BIL - ConsBRE,ReEDS
United States,2029,422.6778,Capacity|Electricity|Solar,GW,IRA-BIL - Constrained,ReEDS
United States,2029,467.8162,Capacity|Electricity|Solar,GW,IRA-BIL - HGP,ReEDS
United States,2029,431.0315,Capacity|Electricity|Solar,GW,IRA-BIL - HII,ReEDS
United States,2029,338.3685,Capacity|Electricity|Solar,GW,IRA-BIL - LGP,ReEDS
United States,2029,399.9304,Capacity|Electricity|Solar,GW,IRA-BIL - LII,ReEDS
United States,2029,413.8158,Capacity|Electricity|Solar,GW,IRA-BIL - Mid,ReEDS
United States,2029,229.8669,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2029,232.1821,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2029,179.3412,Capacity|Electricity|Solar,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2029,207.9808,Capacity|Electricity|Solar,GW,NoNewPolicy - Constrained,ReEDS
United States,2029,292.6224,Capacity|Electricity|Solar,GW,NoNewPolicy - HGP,ReEDS
United States,2029,189.6954,Capacity|Electricity|Solar,GW,NoNewPolicy - LGP,ReEDS
United States,2029,203.3502,Capacity|Electricity|Solar,GW,NoNewPolicy - Mid,ReEDS
United States,2030,532.6028,Capacity|Electricity|Solar,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2030,544.3386,Capacity|Electricity|Solar,GW,IRA-BIL - AdvBRE,ReEDS
United States,2030,263.3062,Capacity|Electricity|Solar,GW,IRA-BIL - ConsBRE,ReEDS
United States,2030,506.8988,Capacity|Electricity|Solar,GW,IRA-BIL - Constrained,ReEDS
United States,2030,518.1751,Capacity|Electricity|Solar,GW,IRA-BIL - HGP,ReEDS
United States,2030,494.0178,Capacity|Electricity|Solar,GW,IRA-BIL - HII,ReEDS
United States,2030,404.5413,Capacity|Electricity|Solar,GW,IRA-BIL - LGP,ReEDS
United States,2030,461.369,Capacity|Electricity|Solar,GW,IRA-BIL - LII,ReEDS
United States,2030,479.4024,Capacity|Electricity|Solar,GW,IRA-BIL - Mid,ReEDS
United States,2030,269.3881,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2030,272.387,Capacity|Electricity|Solar,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2030,204.6489,Capacity|Electricity|Solar,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2030,241.9882,Capacity|Electricity|Solar,GW,NoNewPolicy - Constrained,ReEDS
United States,2030,331.8489,Capacity|Electricity|Solar,GW,NoNewPolicy - HGP,ReEDS
United States,2030,227.147,Capacity|Electricity|Solar,GW,NoNewPolicy - LGP,ReEDS
United States,2030,241.0009,Capacity|Electricity|Solar,GW,NoNewPolicy - Mid,ReEDS
United States,2022,37.4905,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2022,37.4905,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvBRE,ReEDS
United States,2022,36.5721,Capacity|Electricity|Solar|PV,GW,IRA-BIL - ConsBRE,ReEDS
United States,2022,37.4652,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Constrained,ReEDS
United States,2022,37.2815,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HGP,ReEDS
United States,2022,37.3694,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HII,ReEDS
United States,2022,37.3694,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LGP,ReEDS
United States,2022,37.3694,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LII,ReEDS
United States,2022,37.3694,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Mid,ReEDS
United States,2022,113.8683,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2022,113.8683,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2022,109.0039,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2022,110.3874,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Constrained,ReEDS
United States,2022,121.1512,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - HGP,ReEDS
United States,2022,109.0488,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - LGP,ReEDS
United States,2022,114.1779,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Mid,ReEDS
United States,2023,144.3672,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2023,144.3085,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvBRE,ReEDS
United States,2023,128.7739,Capacity|Electricity|Solar|PV,GW,IRA-BIL - ConsBRE,ReEDS
United States,2023,140.3107,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Constrained,ReEDS
United States,2023,163.9298,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HGP,ReEDS
United States,2023,140.665,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HII,ReEDS
United States,2023,133.3787,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LGP,ReEDS
United States,2023,135.1101,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LII,ReEDS
United States,2023,136.7917,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Mid,ReEDS
United States,2023,124.9161,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2023,124.9182,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2023,120.5763,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2023,124.4351,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Constrained,ReEDS
United States,2023,135.6872,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - HGP,ReEDS
United States,2023,120.2455,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - LGP,ReEDS
United States,2023,125.2044,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Mid,ReEDS
United States,2024,177.8231,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2024,174.537,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvBRE,ReEDS
United States,2024,144.0682,Capacity|Electricity|Solar|PV,GW,IRA-BIL - ConsBRE,ReEDS
United States,2024,169.3892,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Constrained,ReEDS
United States,2024,220.8819,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HGP,ReEDS
United States,2024,169.8721,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HII,ReEDS
United States,2024,155.6446,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LGP,ReEDS
United States,2024,162.8763,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LII,ReEDS
United States,2024,169.4212,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Mid,ReEDS
United States,2024,135.7059,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2024,135.5016,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2024,130.0878,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2024,137.5474,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Constrained,ReEDS
United States,2024,153.3147,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - HGP,ReEDS
United States,2024,130.1726,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - LGP,ReEDS
United States,2024,136.5119,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Mid,ReEDS
United States,2025,221.7339,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2025,219.0091,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvBRE,ReEDS
United States,2025,159.1144,Capacity|Electricity|Solar|PV,GW,IRA-BIL - ConsBRE,ReEDS
United States,2025,199.4989,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Constrained,ReEDS
United States,2025,273.9986,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HGP,ReEDS
United States,2025,204.9006,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HII,ReEDS
United States,2025,182.2562,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LGP,ReEDS
United States,2025,189.0994,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LII,ReEDS
United States,2025,196.5161,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Mid,ReEDS
United States,2025,149.8892,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2025,150.097,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2025,137.8509,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2025,153.1119,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Constrained,ReEDS
United States,2025,178.9876,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - HGP,ReEDS
United States,2025,138.8851,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - LGP,ReEDS
United States,2025,148.8619,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Mid,ReEDS
United States,2026,285.2377,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2026,286.397,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvBRE,ReEDS
United States,2026,172.4139,Capacity|Electricity|Solar|PV,GW,IRA-BIL - ConsBRE,ReEDS
United States,2026,244.2541,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Constrained,ReEDS
United States,2026,322.3078,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HGP,ReEDS
United States,2026,255.5805,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HII,ReEDS
United States,2026,219.6155,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LGP,ReEDS
United States,2026,231.2463,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LII,ReEDS
United States,2026,241.3789,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Mid,ReEDS
United States,2026,164.3116,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvAllClean,ReEDS
United States,2026,164.2747,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvBRE,ReEDS
United States,2026,142.0216,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - ConsBRE,ReEDS
United States,2026,164.7419,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Constrained,ReEDS
United States,2026,201.7768,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - HGP,ReEDS
United States,2026,149.5293,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - LGP,ReEDS
United States,2026,163.2285,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - Mid,ReEDS
United States,2027,341.7252,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvAllClean,ReEDS
United States,2027,342.5588,Capacity|Electricity|Solar|PV,GW,IRA-BIL - AdvBRE,ReEDS
United States,2027,197.8913,Capacity|Electricity|Solar|PV,GW,IRA-BIL - ConsBRE,ReEDS
United States,2027,281.8737,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Constrained,ReEDS
United States,2027,373.4447,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HGP,ReEDS
United States,2027,305.9305,Capacity|Electricity|Solar|PV,GW,IRA-BIL - HII,ReEDS
United States,2027,249.8045,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LGP,ReEDS
United States,2027,272.6814,Capacity|Electricity|Solar|PV,GW,IRA-BIL - LII,ReEDS
United States,2027,296.8807,Capacity|Electricity|Solar|PV,GW,IRA-BIL - Mid,ReEDS
United States,2027,184.8805,Capacity|Electricity|Solar|PV,GW,NoNewPolicy - AdvAllClean,ReEDS
