scenario,model,variable,unit,year,value,region
IRA,GCAM-CGS,Final Energy|Industry,EJ/yr,2030,4.17204972,United States
IRA,GCAM-CGS,Final Energy|Buildings,EJ/yr,2030,11.54951248,United States
IRA,Haiku-RFF,Final Energy|Industry,EJ/yr,2030,3.685770198,United States
IRA,Haiku-RFF,Final Energy|Buildings,EJ/yr,2030,10.52429355,United States
IRA,IPM-NRDC,Final Energy|Industry,EJ/yr,2030,3.849300878,United States
IRA,IPM-NRDC,Final Energy|Buildings,EJ/yr,2030,10.48293896,United States
IRA,MARKAL-NETL,Final Energy|Industry,EJ/yr,2030,3.102052482,United States
IRA,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2030,12.70691016,United States
IRA,NEMS-RHG,Final Energy|Industry,EJ/yr,2030,3.576277879,United States
IRA,NEMS-RHG,Final Energy|Buildings,EJ/yr,2030,10.0793562,United States
IRA,ReEDS-NREL,Final Energy|Industry,EJ/yr,2030,NA,United States
IRA,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2030,NA,United States
IRA,REGEN-EPRI,Final Energy|Industry,EJ/yr,2030,5.166593568,United States
IRA,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2030,8.566672644,United States
IRA,RIO-REPEAT,Final Energy|Industry,EJ/yr,2030,3.78,United States
IRA,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2030,10.89,United States
Reference,EPS-EI,Final Energy|Industry,EJ/yr,2035,3.915188928,United States
Reference,EPS-EI,Final Energy|Buildings,EJ/yr,2035,11.241504,United States
Reference,GCAM-CGS,Final Energy|Industry,EJ/yr,2035,3.992553043,United States
Reference,GCAM-CGS,Final Energy|Buildings,EJ/yr,2035,11.86600799,United States
Reference,Haiku-RFF,Final Energy|Industry,EJ/yr,2035,3.803721134,United States
Reference,Haiku-RFF,Final Energy|Buildings,EJ/yr,2035,10.8302693,United States
Reference,IPM-NRDC,Final Energy|Industry,EJ/yr,2035,3.951582275,United States
Reference,IPM-NRDC,Final Energy|Buildings,EJ/yr,2035,10.71887827,United States
Reference,MARKAL-NETL,Final Energy|Industry,EJ/yr,2035,3.210842569,United States
Reference,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2035,13.2478906,United States
Reference,NEMS-RHG,Final Energy|Industry,EJ/yr,2035,3.582621385,United States
Reference,NEMS-RHG,Final Energy|Buildings,EJ/yr,2035,10.37773476,United States
Reference,ReEDS-NREL,Final Energy|Industry,EJ/yr,2035,NA,United States
Reference,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2035,NA,United States
Reference,REGEN-EPRI,Final Energy|Industry,EJ/yr,2035,5.312852093,United States
Reference,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2035,8.237988302,United States
Reference,RIO-REPEAT,Final Energy|Industry,EJ/yr,2035,3.8376,United States
Reference,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2035,11.1348,United States
IRA,EPS-EI,Final Energy|Industry,EJ/yr,2035,3.933266328,United States
IRA,EPS-EI,Final Energy|Buildings,EJ/yr,2035,11.39560812,United States
IRA,GCAM-CGS,Final Energy|Industry,EJ/yr,2035,4.292558885,United States
IRA,GCAM-CGS,Final Energy|Buildings,EJ/yr,2035,11.86032721,United States
IRA,Haiku-RFF,Final Energy|Industry,EJ/yr,2035,3.803721134,United States
IRA,Haiku-RFF,Final Energy|Buildings,EJ/yr,2035,10.8302693,United States
IRA,IPM-NRDC,Final Energy|Industry,EJ/yr,2035,3.951582275,United States
IRA,IPM-NRDC,Final Energy|Buildings,EJ/yr,2035,10.71887827,United States
IRA,MARKAL-NETL,Final Energy|Industry,EJ/yr,2035,3.279192623,United States
IRA,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2035,13.22767058,United States
IRA,NEMS-RHG,Final Energy|Industry,EJ/yr,2035,3.577927586,United States
IRA,NEMS-RHG,Final Energy|Buildings,EJ/yr,2035,10.22180801,United States
IRA,ReEDS-NREL,Final Energy|Industry,EJ/yr,2035,NA,United States
IRA,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2035,NA,United States
IRA,REGEN-EPRI,Final Energy|Industry,EJ/yr,2035,5.620224427,United States
IRA,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2035,8.395093753,United States
IRA,RIO-REPEAT,Final Energy|Industry,EJ/yr,2035,3.8592,United States
IRA,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2035,11.4624,United States
Reference,EPS-EI,Final Energy|Industry,EJ/yr,2040,3.97183932,United States
Reference,EPS-EI,Final Energy|Buildings,EJ/yr,2040,11.80111248,United States
Reference,GCAM-CGS,Final Energy|Industry,EJ/yr,2040,NA,United States
Reference,GCAM-CGS,Final Energy|Buildings,EJ/yr,2040,NA,United States
Reference,Haiku-RFF,Final Energy|Industry,EJ/yr,2040,3.909398173,United States
Reference,Haiku-RFF,Final Energy|Buildings,EJ/yr,2040,11.25504501,United States
Reference,IPM-NRDC,Final Energy|Industry,EJ/yr,2040,4.084711524,United States
Reference,IPM-NRDC,Final Energy|Buildings,EJ/yr,2040,11.1107127,United States
Reference,MARKAL-NETL,Final Energy|Industry,EJ/yr,2040,3.389752712,United States
Reference,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2040,13.2548206,United States
Reference,NEMS-RHG,Final Energy|Industry,EJ/yr,2040,NA,United States
Reference,NEMS-RHG,Final Energy|Buildings,EJ/yr,2040,NA,United States
Reference,ReEDS-NREL,Final Energy|Industry,EJ/yr,2040,NA,United States
Reference,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2040,NA,United States
Reference,REGEN-EPRI,Final Energy|Industry,EJ/yr,2040,5.604035803,United States
Reference,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2040,8.071062354,United States
Reference,RIO-REPEAT,Final Energy|Industry,EJ/yr,2040,4.014,United States
Reference,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2040,11.7216,United States
IRA,EPS-EI,Final Energy|Industry,EJ/yr,2040,3.992655888,United States
IRA,EPS-EI,Final Energy|Buildings,EJ/yr,2040,11.9057796,United States
IRA,GCAM-CGS,Final Energy|Industry,EJ/yr,2040,NA,United States
IRA,GCAM-CGS,Final Energy|Buildings,EJ/yr,2040,NA,United States
IRA,Haiku-RFF,Final Energy|Industry,EJ/yr,2040,3.909398173,United States
IRA,Haiku-RFF,Final Energy|Buildings,EJ/yr,2040,11.25504501,United States
IRA,IPM-NRDC,Final Energy|Industry,EJ/yr,2040,4.084711524,United States
IRA,IPM-NRDC,Final Energy|Buildings,EJ/yr,2040,11.1107127,United States
IRA,MARKAL-NETL,Final Energy|Industry,EJ/yr,2040,3.541012833,United States
IRA,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2040,13.35411068,United States
IRA,NEMS-RHG,Final Energy|Industry,EJ/yr,2040,NA,United States
IRA,NEMS-RHG,Final Energy|Buildings,EJ/yr,2040,NA,United States
IRA,ReEDS-NREL,Final Energy|Industry,EJ/yr,2040,NA,United States
IRA,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2040,NA,United States
IRA,REGEN-EPRI,Final Energy|Industry,EJ/yr,2040,6.155861314,United States
IRA,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2040,8.213712952,United States
IRA,RIO-REPEAT,Final Energy|Industry,EJ/yr,2040,4.0392,United States
IRA,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2040,12.0852,United States
Reference,EPS-EI,Final Energy|Industry,EJ/yr,2045,4.04197848,United States
Reference,EPS-EI,Final Energy|Buildings,EJ/yr,2045,12.44478744,United States
Reference,GCAM-CGS,Final Energy|Industry,EJ/yr,2045,NA,United States
Reference,GCAM-CGS,Final Energy|Buildings,EJ/yr,2045,NA,United States
Reference,Haiku-RFF,Final Energy|Industry,EJ/yr,2045,4.067918964,United States
Reference,Haiku-RFF,Final Energy|Buildings,EJ/yr,2045,11.76107473,United States
Reference,IPM-NRDC,Final Energy|Industry,EJ/yr,2045,4.243634914,United States
Reference,IPM-NRDC,Final Energy|Buildings,EJ/yr,2045,11.55451597,United States
Reference,MARKAL-NETL,Final Energy|Industry,EJ/yr,2045,3.724562981,United States
Reference,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2045,13.15903053,United States
Reference,NEMS-RHG,Final Energy|Industry,EJ/yr,2045,NA,United States
Reference,NEMS-RHG,Final Energy|Buildings,EJ/yr,2045,NA,United States
Reference,ReEDS-NREL,Final Energy|Industry,EJ/yr,2045,NA,United States
Reference,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2045,NA,United States
Reference,REGEN-EPRI,Final Energy|Industry,EJ/yr,2045,5.870419733,United States
Reference,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2045,7.899865859,United States
Reference,RIO-REPEAT,Final Energy|Industry,EJ/yr,2045,4.158,United States
Reference,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2045,12.285,United States
IRA,EPS-EI,Final Energy|Industry,EJ/yr,2045,4.063615092,United States
IRA,EPS-EI,Final Energy|Buildings,EJ/yr,2045,12.54111955,United States
IRA,GCAM-CGS,Final Energy|Industry,EJ/yr,2045,NA,United States
IRA,GCAM-CGS,Final Energy|Buildings,EJ/yr,2045,NA,United States
IRA,Haiku-RFF,Final Energy|Industry,EJ/yr,2045,4.067918964,United States
IRA,Haiku-RFF,Final Energy|Buildings,EJ/yr,2045,11.76107473,United States
IRA,IPM-NRDC,Final Energy|Industry,EJ/yr,2045,4.243634914,United States
IRA,IPM-NRDC,Final Energy|Buildings,EJ/yr,2045,11.55451597,United States
IRA,MARKAL-NETL,Final Energy|Industry,EJ/yr,2045,4.004163202,United States
IRA,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2045,13.31865066,United States
IRA,NEMS-RHG,Final Energy|Industry,EJ/yr,2045,NA,United States
IRA,NEMS-RHG,Final Energy|Buildings,EJ/yr,2045,NA,United States
IRA,ReEDS-NREL,Final Energy|Industry,EJ/yr,2045,NA,United States
IRA,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2045,NA,United States
IRA,REGEN-EPRI,Final Energy|Industry,EJ/yr,2045,7.0007234,United States
IRA,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2045,8.095659372,United States
IRA,RIO-REPEAT,Final Energy|Industry,EJ/yr,2045,4.176,United States
IRA,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2045,12.6774,United States
Reference,EPS-EI,Final Energy|Industry,EJ/yr,2050,4.12739928,United States
Reference,EPS-EI,Final Energy|Buildings,EJ/yr,2050,13.238163,United States
Reference,GCAM-CGS,Final Energy|Industry,EJ/yr,2050,NA,United States
Reference,GCAM-CGS,Final Energy|Buildings,EJ/yr,2050,NA,United States
Reference,Haiku-RFF,Final Energy|Industry,EJ/yr,2050,NA,United States
Reference,Haiku-RFF,Final Energy|Buildings,EJ/yr,2050,NA,United States
Reference,IPM-NRDC,Final Energy|Industry,EJ/yr,2050,4.382985499,United States
Reference,IPM-NRDC,Final Energy|Buildings,EJ/yr,2050,12.07013159,United States
Reference,MARKAL-NETL,Final Energy|Industry,EJ/yr,2050,3.861493088,United States
Reference,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2050,13.30228064,United States
Reference,NEMS-RHG,Final Energy|Industry,EJ/yr,2050,NA,United States
Reference,NEMS-RHG,Final Energy|Buildings,EJ/yr,2050,NA,United States
Reference,ReEDS-NREL,Final Energy|Industry,EJ/yr,2050,NA,United States
Reference,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2050,NA,United States
Reference,REGEN-EPRI,Final Energy|Industry,EJ/yr,2050,6.021700236,United States
Reference,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2050,7.707448908,United States
Reference,RIO-REPEAT,Final Energy|Industry,EJ/yr,2050,4.302,United States
Reference,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2050,12.8484,United States
IRA,EPS-EI,Final Energy|Industry,EJ/yr,2050,4.164732144,United States
IRA,EPS-EI,Final Energy|Buildings,EJ/yr,2050,13.44711222,United States
IRA,GCAM-CGS,Final Energy|Industry,EJ/yr,2050,NA,United States
IRA,GCAM-CGS,Final Energy|Buildings,EJ/yr,2050,NA,United States
IRA,Haiku-RFF,Final Energy|Industry,EJ/yr,2050,NA,United States
IRA,Haiku-RFF,Final Energy|Buildings,EJ/yr,2050,NA,United States
IRA,IPM-NRDC,Final Energy|Industry,EJ/yr,2050,4.382985499,United States
IRA,IPM-NRDC,Final Energy|Buildings,EJ/yr,2050,12.07013159,United States
IRA,MARKAL-NETL,Final Energy|Industry,EJ/yr,2050,4.390543512,United States
IRA,MARKAL-NETL,Final Energy|Buildings,EJ/yr,2050,13.53070083,United States
IRA,NEMS-RHG,Final Energy|Industry,EJ/yr,2050,NA,United States
IRA,NEMS-RHG,Final Energy|Buildings,EJ/yr,2050,NA,United States
IRA,ReEDS-NREL,Final Energy|Industry,EJ/yr,2050,NA,United States
IRA,ReEDS-NREL,Final Energy|Buildings,EJ/yr,2050,NA,United States
IRA,REGEN-EPRI,Final Energy|Industry,EJ/yr,2050,7.407430182,United States
IRA,REGEN-EPRI,Final Energy|Buildings,EJ/yr,2050,7.924386791,United States
IRA,RIO-REPEAT,Final Energy|Industry,EJ/yr,2050,4.3128,United States
IRA,RIO-REPEAT,Final Energy|Buildings,EJ/yr,2050,13.2696,United States
Reference,EPS-EI,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
Reference,EPS-EI,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
Reference,EPS-EI,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
Reference,GCAM-CGS,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
Reference,GCAM-CGS,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
Reference,GCAM-CGS,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
Reference,Haiku-RFF,Final Energy|Gas,EJ/yr,2021,NA,United States
Reference,Haiku-RFF,Final Energy|Oil,EJ/yr,2021,NA,United States
Reference,Haiku-RFF,Final Energy|Coal,EJ/yr,2021,NA,United States
Reference,IPM-NRDC,Final Energy|Gas,EJ/yr,2021,NA,United States
Reference,IPM-NRDC,Final Energy|Oil,EJ/yr,2021,NA,United States
Reference,IPM-NRDC,Final Energy|Coal,EJ/yr,2021,NA,United States
Reference,MARKAL-NETL,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
Reference,MARKAL-NETL,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
Reference,MARKAL-NETL,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
Reference,NEMS-RHG,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
Reference,NEMS-RHG,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
Reference,NEMS-RHG,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
Reference,ReEDS-NREL,Final Energy|Gas,EJ/yr,2021,NA,United States
Reference,ReEDS-NREL,Final Energy|Oil,EJ/yr,2021,NA,United States
Reference,ReEDS-NREL,Final Energy|Coal,EJ/yr,2021,NA,United States
Reference,REGEN-EPRI,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
Reference,REGEN-EPRI,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
Reference,REGEN-EPRI,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
Reference,RIO-REPEAT,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
Reference,RIO-REPEAT,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
Reference,RIO-REPEAT,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
IRA,EPS-EI,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
IRA,EPS-EI,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
IRA,EPS-EI,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
IRA,GCAM-CGS,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
IRA,GCAM-CGS,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
IRA,GCAM-CGS,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
IRA,Haiku-RFF,Final Energy|Gas,EJ/yr,2021,NA,United States
IRA,Haiku-RFF,Final Energy|Oil,EJ/yr,2021,NA,United States
IRA,Haiku-RFF,Final Energy|Coal,EJ/yr,2021,NA,United States
IRA,IPM-NRDC,Final Energy|Gas,EJ/yr,2021,NA,United States
IRA,IPM-NRDC,Final Energy|Oil,EJ/yr,2021,NA,United States
IRA,IPM-NRDC,Final Energy|Coal,EJ/yr,2021,NA,United States
IRA,MARKAL-NETL,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
IRA,MARKAL-NETL,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
IRA,MARKAL-NETL,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
IRA,NEMS-RHG,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
IRA,NEMS-RHG,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
IRA,NEMS-RHG,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
IRA,ReEDS-NREL,Final Energy|Gas,EJ/yr,2021,NA,United States
IRA,ReEDS-NREL,Final Energy|Oil,EJ/yr,2021,NA,United States
IRA,ReEDS-NREL,Final Energy|Coal,EJ/yr,2021,NA,United States
IRA,REGEN-EPRI,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
IRA,REGEN-EPRI,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
IRA,REGEN-EPRI,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
IRA,RIO-REPEAT,Final Energy|Gas,EJ/yr,2021,33.0682115,United States
IRA,RIO-REPEAT,Final Energy|Oil,EJ/yr,2021,37.18305593,United States
IRA,RIO-REPEAT,Final Energy|Coal,EJ/yr,2021,11.1279716,United States
Reference,EPS-EI,Final Energy|Gas,EJ/yr,2025,35.13557551,United States
Reference,EPS-EI,Final Energy|Oil,EJ/yr,2025,34.12507678,United States
Reference,EPS-EI,Final Energy|Coal,EJ/yr,2025,8.412310591,United States
Reference,GCAM-CGS,Final Energy|Gas,EJ/yr,2025,27.96988067,United States
Reference,GCAM-CGS,Final Energy|Oil,EJ/yr,2025,34.4629944,United States
Reference,GCAM-CGS,Final Energy|Coal,EJ/yr,2025,8.712181206,United States
Reference,Haiku-RFF,Final Energy|Gas,EJ/yr,2025,NA,United States
Reference,Haiku-RFF,Final Energy|Oil,EJ/yr,2025,NA,United States
Reference,Haiku-RFF,Final Energy|Coal,EJ/yr,2025,NA,United States
Reference,IPM-NRDC,Final Energy|Gas,EJ/yr,2025,NA,United States
Reference,IPM-NRDC,Final Energy|Oil,EJ/yr,2025,NA,United States
Reference,IPM-NRDC,Final Energy|Coal,EJ/yr,2025,NA,United States
Reference,MARKAL-NETL,Final Energy|Gas,EJ/yr,2025,28.75418624,United States
Reference,MARKAL-NETL,Final Energy|Oil,EJ/yr,2025,38.38908289,United States
Reference,MARKAL-NETL,Final Energy|Coal,EJ/yr,2025,15.51042884,United States
Reference,NEMS-RHG,Final Energy|Gas,EJ/yr,2025,31.01468983,United States
Reference,NEMS-RHG,Final Energy|Oil,EJ/yr,2025,38.85679126,United States
Reference,NEMS-RHG,Final Energy|Coal,EJ/yr,2025,7.341780235,United States
Reference,ReEDS-NREL,Final Energy|Gas,EJ/yr,2025,NA,United States
Reference,ReEDS-NREL,Final Energy|Oil,EJ/yr,2025,NA,United States
Reference,ReEDS-NREL,Final Energy|Coal,EJ/yr,2025,NA,United States
Reference,REGEN-EPRI,Final Energy|Gas,EJ/yr,2025,30.29065353,United States
Reference,REGEN-EPRI,Final Energy|Oil,EJ/yr,2025,32.6117764,United States
Reference,REGEN-EPRI,Final Energy|Coal,EJ/yr,2025,10.83542361,United States
Reference,RIO-REPEAT,Final Energy|Gas,EJ/yr,2025,12.41800739,United States
Reference,RIO-REPEAT,Final Energy|Oil,EJ/yr,2025,36.2517191,United States
Reference,RIO-REPEAT,Final Energy|Coal,EJ/yr,2025,0.780741331,United States
IRA,EPS-EI,Final Energy|Gas,EJ/yr,2025,33.5259823,United States
IRA,EPS-EI,Final Energy|Oil,EJ/yr,2025,34.07618654,United States
IRA,EPS-EI,Final Energy|Coal,EJ/yr,2025,7.390238422,United States
IRA,GCAM-CGS,Final Energy|Gas,EJ/yr,2025,27.62026217,United States
IRA,GCAM-CGS,Final Energy|Oil,EJ/yr,2025,32.3925448,United States
IRA,GCAM-CGS,Final Energy|Coal,EJ/yr,2025,6.139475012,United States
IRA,Haiku-RFF,Final Energy|Gas,EJ/yr,2025,NA,United States
IRA,Haiku-RFF,Final Energy|Oil,EJ/yr,2025,NA,United States
IRA,Haiku-RFF,Final Energy|Coal,EJ/yr,2025,NA,United States
IRA,IPM-NRDC,Final Energy|Gas,EJ/yr,2025,NA,United States
IRA,IPM-NRDC,Final Energy|Oil,EJ/yr,2025,NA,United States
IRA,IPM-NRDC,Final Energy|Coal,EJ/yr,2025,NA,United States
IRA,MARKAL-NETL,Final Energy|Gas,EJ/yr,2025,29.45447956,United States
IRA,MARKAL-NETL,Final Energy|Oil,EJ/yr,2025,38.31340374,United States
IRA,MARKAL-NETL,Final Energy|Coal,EJ/yr,2025,17.43526219,United States
IRA,NEMS-RHG,Final Energy|Gas,EJ/yr,2025,32.46699742,United States
IRA,NEMS-RHG,Final Energy|Oil,EJ/yr,2025,38.8790962,United States
IRA,NEMS-RHG,Final Energy|Coal,EJ/yr,2025,7.649797461,United States
IRA,ReEDS-NREL,Final Energy|Gas,EJ/yr,2025,NA,United States
IRA,ReEDS-NREL,Final Energy|Oil,EJ/yr,2025,NA,United States
IRA,ReEDS-NREL,Final Energy|Coal,EJ/yr,2025,NA,United States
IRA,REGEN-EPRI,Final Energy|Gas,EJ/yr,2025,30.70212531,United States
IRA,REGEN-EPRI,Final Energy|Oil,EJ/yr,2025,32.53792249,United States
IRA,REGEN-EPRI,Final Energy|Coal,EJ/yr,2025,10.97258087,United States
IRA,RIO-REPEAT,Final Energy|Gas,EJ/yr,2025,12.33360292,United States
IRA,RIO-REPEAT,Final Energy|Oil,EJ/yr,2025,36.23061798,United States
IRA,RIO-REPEAT,Final Energy|Coal,EJ/yr,2025,0.780741331,United States
Reference,EPS-EI,Final Energy|Gas,EJ/yr,2030,36.09778645,United States
Reference,EPS-EI,Final Energy|Oil,EJ/yr,2030,31.92952665,United States
Reference,EPS-EI,Final Energy|Coal,EJ/yr,2030,6.298889176,United States
Reference,GCAM-CGS,Final Energy|Gas,EJ/yr,2030,27.44815305,United States
Reference,GCAM-CGS,Final Energy|Oil,EJ/yr,2030,33.52700485,United States
Reference,GCAM-CGS,Final Energy|Coal,EJ/yr,2030,8.459327821,United States
Reference,Haiku-RFF,Final Energy|Gas,EJ/yr,2030,NA,United States
Reference,Haiku-RFF,Final Energy|Oil,EJ/yr,2030,NA,United States
Reference,Haiku-RFF,Final Energy|Coal,EJ/yr,2030,NA,United States
Reference,IPM-NRDC,Final Energy|Gas,EJ/yr,2030,NA,United States
Reference,IPM-NRDC,Final Energy|Oil,EJ/yr,2030,NA,United States
Reference,IPM-NRDC,Final Energy|Coal,EJ/yr,2030,NA,United States
Reference,MARKAL-NETL,Final Energy|Gas,EJ/yr,2030,29.20664694,United States
Reference,MARKAL-NETL,Final Energy|Oil,EJ/yr,2030,37.90614163,United States
Reference,MARKAL-NETL,Final Energy|Coal,EJ/yr,2030,14.45443399,United States
Reference,NEMS-RHG,Final Energy|Gas,EJ/yr,2030,31.33217512,United States
Reference,NEMS-RHG,Final Energy|Oil,EJ/yr,2030,37.09103818,United States
Reference,NEMS-RHG,Final Energy|Coal,EJ/yr,2030,6.135061158,United States
Reference,ReEDS-NREL,Final Energy|Gas,EJ/yr,2030,NA,United States
Reference,ReEDS-NREL,Final Energy|Oil,EJ/yr,2030,NA,United States
Reference,ReEDS-NREL,Final Energy|Coal,EJ/yr,2030,NA,United States
Reference,REGEN-EPRI,Final Energy|Gas,EJ/yr,2030,30.92368704,United States
Reference,REGEN-EPRI,Final Energy|Oil,EJ/yr,2030,29.40440661,United States
Reference,REGEN-EPRI,Final Energy|Coal,EJ/yr,2030,8.493199614,United States
Reference,RIO-REPEAT,Final Energy|Gas,EJ/yr,2030,12.39690627,United States
Reference,RIO-REPEAT,Final Energy|Oil,EJ/yr,2030,33.7828884,United States
Reference,RIO-REPEAT,Final Energy|Coal,EJ/yr,2030,0.791291889,United States
IRA,EPS-EI,Final Energy|Gas,EJ/yr,2030,28.60034855,United States
IRA,EPS-EI,Final Energy|Oil,EJ/yr,2030,31.68381575,United States
IRA,EPS-EI,Final Energy|Coal,EJ/yr,2030,3.16946038,United States
IRA,GCAM-CGS,Final Energy|Gas,EJ/yr,2030,27.40055053,United States
IRA,GCAM-CGS,Final Energy|Oil,EJ/yr,2030,29.78153658,United States
IRA,GCAM-CGS,Final Energy|Coal,EJ/yr,2030,3.485144497,United States
IRA,Haiku-RFF,Final Energy|Gas,EJ/yr,2030,NA,United States
IRA,Haiku-RFF,Final Energy|Oil,EJ/yr,2030,NA,United States
IRA,Haiku-RFF,Final Energy|Coal,EJ/yr,2030,NA,United States
IRA,IPM-NRDC,Final Energy|Gas,EJ/yr,2030,NA,United States
IRA,IPM-NRDC,Final Energy|Oil,EJ/yr,2030,NA,United States
IRA,IPM-NRDC,Final Energy|Coal,EJ/yr,2030,NA,United States
IRA,MARKAL-NETL,Final Energy|Gas,EJ/yr,2030,29.15043357,United States
IRA,MARKAL-NETL,Final Energy|Oil,EJ/yr,2030,37.83245653,United States
IRA,MARKAL-NETL,Final Energy|Coal,EJ/yr,2030,18.03870138,United States
IRA,NEMS-RHG,Final Energy|Gas,EJ/yr,2030,27.86976668,United States
IRA,NEMS-RHG,Final Energy|Oil,EJ/yr,2030,36.69698221,United States
IRA,NEMS-RHG,Final Energy|Coal,EJ/yr,2030,2.48063466,United States
IRA,ReEDS-NREL,Final Energy|Gas,EJ/yr,2030,NA,United States
IRA,ReEDS-NREL,Final Energy|Oil,EJ/yr,2030,NA,United States
IRA,ReEDS-NREL,Final Energy|Coal,EJ/yr,2030,NA,United States
IRA,REGEN-EPRI,Final Energy|Gas,EJ/yr,2030,31.31405771,United States
IRA,REGEN-EPRI,Final Energy|Oil,EJ/yr,2030,28.9507326,United States
IRA,REGEN-EPRI,Final Energy|Coal,EJ/yr,2030,9.073480333,United States
IRA,RIO-REPEAT,Final Energy|Gas,EJ/yr,2030,11.82717611,United States
IRA,RIO-REPEAT,Final Energy|Oil,EJ/yr,2030,33.6562817,United States
IRA,RIO-REPEAT,Final Energy|Coal,EJ/yr,2030,0.791291889,United States
Reference,EPS-EI,Final Energy|Gas,EJ/yr,2035,36.64831459,United States
Reference,EPS-EI,Final Energy|Oil,EJ/yr,2035,29.78847226,United States
Reference,EPS-EI,Final Energy|Coal,EJ/yr,2035,6.004867266,United States
Reference,GCAM-CGS,Final Energy|Gas,EJ/yr,2035,28.67701811,United States
Reference,GCAM-CGS,Final Energy|Oil,EJ/yr,2035,30.47210313,United States
Reference,GCAM-CGS,Final Energy|Coal,EJ/yr,2035,8.101308868,United States
Reference,Haiku-RFF,Final Energy|Gas,EJ/yr,2035,NA,United States
Reference,Haiku-RFF,Final Energy|Oil,EJ/yr,2035,NA,United States
Reference,Haiku-RFF,Final Energy|Coal,EJ/yr,2035,NA,United States
Reference,IPM-NRDC,Final Energy|Gas,EJ/yr,2035,NA,United States
Reference,IPM-NRDC,Final Energy|Oil,EJ/yr,2035,NA,United States
Reference,IPM-NRDC,Final Energy|Coal,EJ/yr,2035,NA,United States
Reference,MARKAL-NETL,Final Energy|Gas,EJ/yr,2035,30.04006721,United States
Reference,MARKAL-NETL,Final Energy|Oil,EJ/yr,2035,37.43279082,United States
Reference,MARKAL-NETL,Final Energy|Coal,EJ/yr,2035,13.67751196,United States
