scenario,model,variable,unit,year,value,region
IRA,MARKAL-NETL,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,1222.73,United States
Reference,MARKAL-NETL,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,1235.58,United States
IRA,NEMS-RHG,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,NA,United States
Reference,NEMS-RHG,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,NA,United States
IRA,ReEDS-NREL,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,NA,United States
Reference,ReEDS-NREL,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,NA,United States
IRA,REGEN-EPRI,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,1020.350942,United States
Reference,REGEN-EPRI,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,1092.983661,United States
IRA,RIO-REPEAT,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,704,United States
Reference,RIO-REPEAT,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2045,976,United States
IRA,EPS-EI,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,513.735,United States
Reference,EPS-EI,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,542.001,United States
IRA,GCAM-CGS,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
IRA,Haiku-RFF,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
Reference,Haiku-RFF,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
IRA,IPM-NRDC,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
Reference,IPM-NRDC,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
IRA,MARKAL-NETL,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,276.94,United States
Reference,MARKAL-NETL,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,281.81,United States
IRA,NEMS-RHG,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,NA,United States
IRA,REGEN-EPRI,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,400.8608309,United States
Reference,REGEN-EPRI,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,430.5681731,United States
IRA,RIO-REPEAT,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,479,United States
Reference,RIO-REPEAT,Emissions|CO2|Energy|Demand|Buildings,Mt CO2/yr,2050,639,United States
IRA,EPS-EI,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,395.069,United States
Reference,EPS-EI,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1247.84,United States
IRA,GCAM-CGS,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,NA,United States
IRA,Haiku-RFF,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,NA,United States
Reference,Haiku-RFF,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,NA,United States
IRA,IPM-NRDC,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,62.07014793,United States
Reference,IPM-NRDC,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,598.2543234,United States
IRA,MARKAL-NETL,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,502.46,United States
Reference,MARKAL-NETL,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1528.36,United States
IRA,NEMS-RHG,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,NA,United States
IRA,REGEN-EPRI,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,415.6953394,United States
Reference,REGEN-EPRI,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,1000.423803,United States
IRA,RIO-REPEAT,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,774,United States
Reference,RIO-REPEAT,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,2050,733,United States
IRA,EPS-EI,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,821.72209,United States
Reference,EPS-EI,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,887.55632,United States
IRA,GCAM-CGS,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
IRA,Haiku-RFF,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
Reference,Haiku-RFF,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
IRA,IPM-NRDC,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
Reference,IPM-NRDC,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
IRA,MARKAL-NETL,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,1167.05,United States
Reference,MARKAL-NETL,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,1280.84,United States
IRA,NEMS-RHG,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,NA,United States
IRA,REGEN-EPRI,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,685.1548082,United States
Reference,REGEN-EPRI,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,810.2170056,United States
IRA,RIO-REPEAT,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,716,United States
Reference,RIO-REPEAT,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,2050,930,United States
IRA,EPS-EI,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,348.92211,United States
Reference,EPS-EI,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,407.80138,United States
IRA,GCAM-CGS,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
IRA,Haiku-RFF,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
Reference,Haiku-RFF,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
IRA,IPM-NRDC,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
Reference,IPM-NRDC,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
IRA,MARKAL-NETL,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,29.9,United States
Reference,MARKAL-NETL,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,32.06,United States
IRA,NEMS-RHG,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
IRA,REGEN-EPRI,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
Reference,REGEN-EPRI,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
IRA,RIO-REPEAT,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
Reference,RIO-REPEAT,Emissions|CO2|Industrial Processes,Mt CO2/yr,2050,NA,United States
IRA,EPS-EI,Emissions|CO2|Other,Mt CO2/yr,2050,75.736,United States
Reference,EPS-EI,Emissions|CO2|Other,Mt CO2/yr,2050,76.2819,United States
IRA,GCAM-CGS,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
IRA,Haiku-RFF,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
Reference,Haiku-RFF,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
IRA,IPM-NRDC,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
Reference,IPM-NRDC,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
IRA,MARKAL-NETL,Emissions|CO2|Other,Mt CO2/yr,2050,0,United States
Reference,MARKAL-NETL,Emissions|CO2|Other,Mt CO2/yr,2050,0,United States
IRA,NEMS-RHG,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
IRA,REGEN-EPRI,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
Reference,REGEN-EPRI,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
IRA,RIO-REPEAT,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
Reference,RIO-REPEAT,Emissions|CO2|Other,Mt CO2/yr,2050,NA,United States
IRA,EPS-EI,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,1041.915197,United States
Reference,EPS-EI,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,1030.043452,United States
IRA,GCAM-CGS,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
Reference,GCAM-CGS,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
IRA,Haiku-RFF,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
Reference,Haiku-RFF,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
IRA,IPM-NRDC,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
Reference,IPM-NRDC,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
IRA,MARKAL-NETL,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,1084.3,United States
Reference,MARKAL-NETL,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,1097.25,United States
IRA,NEMS-RHG,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
Reference,NEMS-RHG,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
IRA,ReEDS-NREL,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
Reference,ReEDS-NREL,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,NA,United States
IRA,REGEN-EPRI,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,900.0463902,United States
Reference,REGEN-EPRI,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,969.8007166,United States
IRA,RIO-REPEAT,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,555,United States
Reference,RIO-REPEAT,Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2050,811,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,29.813845,United States
Reference,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,10.43406943,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,3.080253,United States
Reference,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
Reference,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
Reference,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
Reference,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2025,1.35,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0.0583,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,7.8,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,6.5,United States
Reference,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0.15,United States
Reference,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
IRA,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,29.594995,United States
IRA,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,28.50639601,United States
IRA,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,18.20682163,United States
IRA,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
IRA,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
IRA,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
IRA,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
IRA,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
IRA,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,NA,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
IRA,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,1.561300149,United States
IRA,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2025,1.35,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,NA,United States
IRA,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2025,NA,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0.09,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,0.06,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,0,United States
IRA,REGEN-EPRI,Carbon Sequestration|Other,Mt CO2/yr,2025,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2025,0,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2025,71.9,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2025,6.7,United States
IRA,RIO-REPEAT,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2025,2.9,United States
IRA,RIO-REPEAT,Carbon Sequestration|Other,Mt CO2/yr,2025,5.5,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
Reference,EPS-EI,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,74.15254,United States
Reference,EPS-EI,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,28.55580493,United States
Reference,GCAM-CGS,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,3.504757667,United States
Reference,GCAM-CGS,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
Reference,Haiku-RFF,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,0,United States
Reference,Haiku-RFF,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
Reference,IPM-NRDC,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,0,United States
Reference,IPM-NRDC,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
Reference,MARKAL-NETL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,10.28,United States
Reference,MARKAL-NETL,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,NA,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
Reference,NEMS-RHG,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,58.71638367,United States
Reference,NEMS-RHG,Carbon Sequestration|Other,Mt CO2/yr,2030,2.25,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen,Mt CO2/yr,2030,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids,Mt CO2/yr,2030,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry,Mt CO2/yr,2030,0,United States
Reference,ReEDS-NREL,Carbon Sequestration|Other,Mt CO2/yr,2030,0,United States
Reference,REGEN-EPRI,Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids,Mt CO2/yr,2030,0,United States
