"","scenario","model","variable","unit","year","value"
"743","Reference","EPS-EI","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"744","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"745","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"746","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",28.5558049333333
"747","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",3.50475766666667
"748","Reference","GCAM-CGS","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"749","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"750","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"751","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"752","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",0
"753","Reference","Haiku-RFF","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"754","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"755","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"756","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"757","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",0
"758","Reference","IPM-NRDC","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"759","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"760","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"761","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"762","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",10.28
"763","Reference","MARKAL-NETL","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"764","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",NA
"765","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"766","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"767","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",58.7163836665102
"768","Reference","NEMS-RHG","Carbon Sequestration|Other","Mt-CO2/yr","2030",2.25
"769","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"770","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"771","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"772","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",0
"773","Reference","ReEDS-NREL","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"774","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"775","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0.0588
"776","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"777","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",0
"778","Reference","REGEN-EPRI","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"779","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"780","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",10.8
"781","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",9.9
"782","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",0.7
"783","Reference","RIO-REPEAT","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"784","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"785","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"786","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"787","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",92.06339
"788","IRA","EPS-EI","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"789","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"790","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"791","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",57.0224545366667
"792","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",36.2043839593333
"793","IRA","GCAM-CGS","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"794","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"795","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"796","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"797","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",0
"798","IRA","Haiku-RFF","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"799","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"800","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"801","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"802","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",0
"803","IRA","IPM-NRDC","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"804","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"805","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"806","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"807","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",10.43317
"808","IRA","MARKAL-NETL","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"809","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",NA
"810","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"811","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"812","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",79.6885514835102
"813","IRA","NEMS-RHG","Carbon Sequestration|Other","Mt-CO2/yr","2030",4.95
"814","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"815","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0
"816","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"817","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",0
"818","IRA","ReEDS-NREL","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"819","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",6.41
"820","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",0.06
"821","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",0
"822","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",0
"823","IRA","REGEN-EPRI","Carbon Sequestration|Other","Mt-CO2/yr","2030",0
"824","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2030",0
"825","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2030",83.2
"826","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2030",11
"827","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2030",22.8
"828","IRA","RIO-REPEAT","Carbon Sequestration|Other","Mt-CO2/yr","2030",12.3
"829","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"830","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"831","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"832","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",133.99532
"833","Reference","EPS-EI","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"834","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"835","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"836","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",28.0265666999999
"837","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0
"838","Reference","GCAM-CGS","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"839","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"840","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"841","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"842","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0
"843","Reference","Haiku-RFF","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"844","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"845","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"846","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"847","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0
"848","Reference","IPM-NRDC","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"849","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"850","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"851","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"852","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",26.95
"853","Reference","MARKAL-NETL","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"854","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",NA
"855","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"856","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"857","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",58.8091734190729
"858","Reference","NEMS-RHG","Carbon Sequestration|Other","Mt-CO2/yr","2035",2.25
"859","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"860","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"861","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"862","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0
"863","Reference","ReEDS-NREL","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"864","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",4.4328
"865","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0.0588
"866","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"867","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0
"868","Reference","REGEN-EPRI","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"869","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"870","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",14.2
"871","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",12.7
"872","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0.7
"873","Reference","RIO-REPEAT","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"874","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"875","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"876","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"877","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",231.95186
"878","IRA","EPS-EI","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"879","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"880","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"881","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",57.3346183666667
"882","IRA","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",36.1780939556667
"883","IRA","GCAM-CGS","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"884","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"885","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"886","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"887","IRA","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0
"888","IRA","Haiku-RFF","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"889","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"890","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"891","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"892","IRA","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0
"893","IRA","IPM-NRDC","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"894","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"895","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"896","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"897","IRA","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",26.7217
"898","IRA","MARKAL-NETL","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"899","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",NA
"900","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"901","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"902","IRA","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",192.739028763073
"903","IRA","NEMS-RHG","Carbon Sequestration|Other","Mt-CO2/yr","2035",36.45
"904","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"905","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0
"906","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"907","IRA","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0
"908","IRA","ReEDS-NREL","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"909","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",6.41
"910","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",0.06
"911","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",0
"912","IRA","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",0
"913","IRA","REGEN-EPRI","Carbon Sequestration|Other","Mt-CO2/yr","2035",0
"914","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2035",0
"915","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2035",102.6
"916","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2035",15.9
"917","IRA","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2035",122.8
"918","IRA","RIO-REPEAT","Carbon Sequestration|Other","Mt-CO2/yr","2035",21.8
"919","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",0
"920","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2040",0
"921","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2040",0
"922","Reference","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2040",133.99532
"923","Reference","EPS-EI","Carbon Sequestration|Other","Mt-CO2/yr","2040",0
"924","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",NA
"925","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2040",NA
"926","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2040",NA
"927","Reference","GCAM-CGS","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2040",NA
"928","Reference","GCAM-CGS","Carbon Sequestration|Other","Mt-CO2/yr","2040",NA
"929","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",0
"930","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2040",0
"931","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2040",0
"932","Reference","Haiku-RFF","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2040",0
"933","Reference","Haiku-RFF","Carbon Sequestration|Other","Mt-CO2/yr","2040",0
"934","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",0
"935","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2040",0
"936","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2040",0
"937","Reference","IPM-NRDC","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2040",0
"938","Reference","IPM-NRDC","Carbon Sequestration|Other","Mt-CO2/yr","2040",0
"939","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",0
"940","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2040",0
"941","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2040",0
"942","Reference","MARKAL-NETL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2040",27.32
"943","Reference","MARKAL-NETL","Carbon Sequestration|Other","Mt-CO2/yr","2040",0
"944","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",NA
"945","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2040",NA
"946","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2040",NA
"947","Reference","NEMS-RHG","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2040",NA
"948","Reference","NEMS-RHG","Carbon Sequestration|Other","Mt-CO2/yr","2040",NA
"949","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",0
"950","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2040",0
"951","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2040",0
"952","Reference","ReEDS-NREL","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2040",0
"953","Reference","ReEDS-NREL","Carbon Sequestration|Other","Mt-CO2/yr","2040",0
"954","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",7.0658
"955","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2040",0.1176
"956","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2040",0
"957","Reference","REGEN-EPRI","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2040",0
"958","Reference","REGEN-EPRI","Carbon Sequestration|Other","Mt-CO2/yr","2040",0
"959","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",0
"960","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Hydrogen","Mt-CO2/yr","2040",17.2
"961","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Liquids","Mt-CO2/yr","2040",3.2
"962","Reference","RIO-REPEAT","Carbon Sequestration|CCS|Biomass|Energy|Demand|Industry","Mt-CO2/yr","2040",0.7
"963","Reference","RIO-REPEAT","Carbon Sequestration|Other","Mt-CO2/yr","2040",0
"964","IRA","EPS-EI","Carbon Sequestration|CCS|Biomass|Energy|Supply|Biomass Solids","Mt-CO2/yr","2040",0
