"model","year","scenario","variable_rename","diff","figure_num"
"GCAM-PNNL",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"Haiku-RFF",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"IPM-NRDC",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"IPM-EPA",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"MARKAL-NETL",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"NEMS-RHG",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"OP-NEMS",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"REGEN-EPRI",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"RIO-REPEAT",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"ReEDS-NREL",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"AEO.2023",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
