"model","year","scenario","variable_rename","value","figure_num"
"NEMS-OP",2026,"IRA","Natural Gas",-8.33246223536707,"F.15.GasNoCCSGen"
"NEMS-OP",2027,"IRA","Natural Gas",-11.4839780970959,"F.15.GasNoCCSGen"
"NEMS-OP",2028,"IRA","Natural Gas",-18.2242964467488,"F.15.GasNoCCSGen"
"NEMS-OP",2029,"IRA","Natural Gas",-24.3019287123959,"F.15.GasNoCCSGen"
"NEMS-OP",2030,"IRA","Natural Gas",-28.6757507725821,"F.15.GasNoCCSGen"
"NEMS-OP",2031,"IRA","Natural Gas",-30.2717169748512,"F.15.GasNoCCSGen"
"NEMS-OP",2032,"IRA","Natural Gas",-31.7667394843358,"F.15.GasNoCCSGen"
"NEMS-OP",2033,"IRA","Natural Gas",-38.6580591861347,"F.15.GasNoCCSGen"
"NEMS-OP",2034,"IRA","Natural Gas",-43.2985064365801,"F.15.GasNoCCSGen"
"NEMS-OP",2035,"IRA","Natural Gas",-45.7065935486929,"F.15.GasNoCCSGen"
"REGEN-EPRI",2025,"IRA","Natural Gas",-1.1429325454592,"F.15.GasNoCCSGen"
"REGEN-EPRI",2030,"IRA","Natural Gas",10.9851851884066,"F.15.GasNoCCSGen"
"REGEN-EPRI",2035,"IRA","Natural Gas",-36.1600851717138,"F.15.GasNoCCSGen"
"RIO-REPEAT",2025,"IRA","Natural Gas",4.55198850023957,"F.15.GasNoCCSGen"
"RIO-REPEAT",2030,"IRA","Natural Gas",-16.4609053497942,"F.15.GasNoCCSGen"
"RIO-REPEAT",2035,"IRA","Natural Gas",-46.8973747016706,"F.15.GasNoCCSGen"
"ReEDS-NREL",2025,"IRA","Natural Gas",-8.23012199175742,"F.15.GasNoCCSGen"
"ReEDS-NREL",2030,"IRA","Natural Gas",-43.8458305849196,"F.15.GasNoCCSGen"
"ReEDS-NREL",2035,"IRA","Natural Gas",-60.0877125272149,"F.15.GasNoCCSGen"
"USREP-ReEDS",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"EPS-EI",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"GCAM-CGS",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"GCAM-PNNL",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"Haiku-RFF",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"IPM-NRDC",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"IPM-EPA",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"MARKAL-NETL",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"NEMS-RHG",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"NEMS-OP",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"REGEN-EPRI",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"RIO-REPEAT",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
"ReEDS-NREL",2021,"Historic","Natural Gas",0,"F.15.GasNoCCSGen"
