"figure_num","model","scenario","variable","unit","year","variable_rename","value"
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1974,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1975,"Coal",10.761
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1975,"Gas",9.3666
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1975,"Hydro",2.5896
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1975,"Nuclear",6.5645
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1975,"Other",3.1772
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1975,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1975,"Wind",0.0165
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1976,"Coal",7.7685
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1976,"Gas",5.3941
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1976,"Hydro",2.024
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1976,"Nuclear",3.8359
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1976,"Other",1.6833
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1976,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1977,"Coal",11.0253
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1977,"Gas",7.3192
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1977,"Hydro",1.3992
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1977,"Nuclear",6.951
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1977,"Other",1.4383
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1977,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1978,"Coal",10.7664
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1978,"Gas",4.8443
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1978,"Hydro",3.5105
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1978,"Nuclear",2.176
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1978,"Other",1.9047
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1978,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1979,"Coal",9.7911
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1979,"Gas",2.8166
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1979,"Hydro",3.5261
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1979,"Nuclear",0.883
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1979,"Other",1.2724
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1979,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1980,"Coal",15.2193
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1980,"Gas",0.4565
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1980,"Hydro",1.6401
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1980,"Nuclear",1.978
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1980,"Other",1.3612
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1980,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1981,"Coal",8.9076
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1981,"Gas",1.8846
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1981,"Hydro",0.4201
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1981,"Nuclear",4.4113
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1981,"Other",1.4517
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1981,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1981,"Wind",0.0185
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1982,"Coal",10.8959
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1982,"Gas",1.7165
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1982,"Hydro",0.8379
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1982,"Nuclear",1.1551
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1982,"Other",0.6471
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1982,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1982,"Wind",0.0188
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1983,"Coal",6.2011
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1983,"Gas",0.8307
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1983,"Hydro",1.0529
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1983,"Nuclear",3.304
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1983,"Other",0.3439
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1983,"Solar",0
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1983,"Wind",0.374
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1984,"Coal",11.1245
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1984,"Gas",0.9715
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1984,"Hydro",2.1554
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1984,"Nuclear",8.0392
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1984,"Other",0.5496
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1984,"Solar",0.0148
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1984,"Wind",0.1502
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1985,"Coal",6.1121
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1985,"Gas",1.7472
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1985,"Hydro",4.4291
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1985,"Nuclear",8.6157
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1985,"Other",0.7372
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1985,"Solar",0.03
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1985,"Wind",0.1681
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1986,"Coal",5.8639
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1986,"Gas",1.5387
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1986,"Hydro",0.7197
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1986,"Nuclear",9.5521
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1986,"Other",0.7618
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1986,"Solar",0.073
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1986,"Wind",0.0976
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1987,"Coal",4.0863
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1987,"Gas",2.6454
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1987,"Hydro",0.4819
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1987,"Nuclear",7.8971
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1987,"Other",0.8532
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1987,"Solar",0.036
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1987,"Wind",0.1143
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1988,"Coal",1.7961
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1988,"Gas",2.6652
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1988,"Hydro",0.6927
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1988,"Nuclear",6.219
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1988,"Other",0.8278
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1988,"Solar",0.0724
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1988,"Wind",0.0256
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1989,"Coal",3.2657
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1989,"Gas",4.081
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1989,"Hydro",0.8617
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1989,"Nuclear",2.472
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1989,"Other",1.4954
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1989,"Solar",0.08
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1989,"Wind",0.0976
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1990,"Coal",1.924
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",1990,"Gas",5.2798
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",1990,"Hydro",0.5371
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Nuclear","GW/yr",1990,"Nuclear",3.6814
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",1990,"Other",1.2741
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",1990,"Solar",0.064
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",1990,"Wind",0.1045
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",1991,"Coal",3.1439
