"figure_num","model","scenario","variable","unit","year","variable_rename","value"
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Solar","GW/yr",2016,"Solar",-0.0041
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Storage Capacity","GW/yr",2016,"Storage",-0.002
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2016,"Wind",-0.0427
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2017,"Gas",10.1605
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2017,"Hydro",0.2422
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2017,"Other",0.2433
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2017,"Solar",8.4904
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2017,"Wind",6.0681
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2017,"Coal",-6.3097
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2017,"Gas",-4.6661
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2017,"Hydro",-0.1393
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2017,"Other",-0.8554
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Storage Capacity","GW/yr",2017,"Storage",-0.02
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2017,"Wind",-0.0581
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2018,"Gas",20.5496
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2018,"Hydro",0.2605
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2018,"Other",0.1658
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2018,"Solar",8.286
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2018,"Wind",6.8748
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2018,"Coal",-13.3042
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2018,"Gas",-6.8924
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2018,"Hydro",-0.078
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Nuclear","GW/yr",2018,"Nuclear",-0.6077
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2018,"Other",-2.3646
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Solar","GW/yr",2018,"Solar",-0.0023
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Storage Capacity","GW/yr",2018,"Storage",-0.0047
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2018,"Wind",-7e-04
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2019,"Gas",8.2216
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2019,"Hydro",0.0382
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2019,"Other",0.2766
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2019,"Solar",9.2073
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2019,"Wind",9.267
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2019,"Coal",-12.9776
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2019,"Gas",-4.2305
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2019,"Hydro",-0.1574
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Nuclear","GW/yr",2019,"Nuclear",-1.4764
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2019,"Other",-1.1569
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Solar","GW/yr",2019,"Solar",-0.008
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Storage Capacity","GW/yr",2019,"Storage",-0.0018
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2019,"Wind",-0.1663
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Coal|w/o CCS","GW/yr",2020,"Coal",0.017
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Gas|w/o CCS","GW/yr",2020,"Gas",6.9029
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Hydro","GW/yr",2020,"Hydro",0.2016
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Other","GW/yr",2020,"Other",0.1109
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Solar","GW/yr",2020,"Solar",14.9397
"2.5.avgcapadd","EIA","Historic","Capacity Additions|Electricity|Wind","GW/yr",2020,"Wind",14.653
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Coal|w/o CCS","GW/yr",2020,"Coal",-10.4567
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Gas|w/o CCS","GW/yr",2020,"Gas",-2.7493
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Hydro","GW/yr",2020,"Hydro",-0.0255
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Nuclear","GW/yr",2020,"Nuclear",-1.6129
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Other","GW/yr",2020,"Other",-1.342
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Storage Capacity","GW/yr",2020,"Storage",-0.0052
"2.5.avgcapadd","EIA","Historic","Capacity Retirements|Electricity|Wind","GW/yr",2020,"Wind",-0.2559
