"model","year","scenario","variable_rename","value","figure_num"
"RIO-REPEAT",2035,"IRA","Nuclear",-0.126742712294026,"Ap.9.NuclearGen"
"ReEDS-NREL",2025,"IRA","Nuclear",-0.0137573979553385,"Ap.9.NuclearGen"
"ReEDS-NREL",2030,"IRA","Nuclear",-3.16054754232308,"Ap.9.NuclearGen"
"ReEDS-NREL",2035,"IRA","Nuclear",-5.20219946711508,"Ap.9.NuclearGen"
"AEO.2023",2022,"IRA","Nuclear",-7.90171369446924e-06,"Ap.9.NuclearGen"
"AEO.2023",2023,"IRA","Nuclear",0,"Ap.9.NuclearGen"
"AEO.2023",2024,"IRA","Nuclear",0.000185583465461825,"Ap.9.NuclearGen"
"AEO.2023",2025,"IRA","Nuclear",0.000124895255937396,"Ap.9.NuclearGen"
"AEO.2023",2026,"IRA","Nuclear",0.000346593879640977,"Ap.9.NuclearGen"
"AEO.2023",2027,"IRA","Nuclear",-0.00141825957373776,"Ap.9.NuclearGen"
"AEO.2023",2028,"IRA","Nuclear",0.002065085714964,"Ap.9.NuclearGen"
"AEO.2023",2029,"IRA","Nuclear",0.000462420357427717,"Ap.9.NuclearGen"
"AEO.2023",2030,"IRA","Nuclear",-0.982398856052513,"Ap.9.NuclearGen"
"AEO.2023",2031,"IRA","Nuclear",-0.981737229185131,"Ap.9.NuclearGen"
"AEO.2023",2032,"IRA","Nuclear",0.140782654853622,"Ap.9.NuclearGen"
"AEO.2023",2033,"IRA","Nuclear",-5.4310569059316,"Ap.9.NuclearGen"
"AEO.2023",2034,"IRA","Nuclear",-5.15524207186424,"Ap.9.NuclearGen"
"AEO.2023",2035,"IRA","Nuclear",-6.26983823288921,"Ap.9.NuclearGen"
"USREP-ReEDS",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"EPS-EI",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"GCAM-CGS",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"GCAM-PNNL",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"Haiku-RFF",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"IPM-NRDC",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"IPM-EPA",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"MARKAL-NETL",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"NEMS-RHG",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"OP-NEMS",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"REGEN-EPRI",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"RIO-REPEAT",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"ReEDS-NREL",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
"AEO.2023",2021,"Historic","Nuclear",0,"Ap.9.NuclearGen"
