"figure_num","model","scenario","variable","unit","year","value"
"E.23.elec_share_industry","GCAM-PNNL","IRA","Industry","% Electricity of Final Energy",2025,15.9426748544065
"E.23.elec_share_industry","GCAM-PNNL","IRA","Industry","% Electricity of Final Energy",2030,16.8421131204146
"E.23.elec_share_industry","GCAM-PNNL","IRA","Industry","% Electricity of Final Energy",2035,17.8456890932754
"E.23.elec_share_industry","OP-NEMS","IRA","Industry","% Electricity of Final Energy",2025,14.9086836370806
"E.23.elec_share_industry","OP-NEMS","IRA","Industry","% Electricity of Final Energy",2030,15.702213294058
"E.23.elec_share_industry","OP-NEMS","IRA","Industry","% Electricity of Final Energy",2035,15.5105410950647
"E.23.elec_share_industry","USREP-ReEDS","IRA","Industry","% Electricity of Final Energy",2025,14.1917482959417
"E.23.elec_share_industry","USREP-ReEDS","IRA","Industry","% Electricity of Final Energy",2030,14.2380122498313
"E.23.elec_share_industry","USREP-ReEDS","IRA","Industry","% Electricity of Final Energy",2035,13.7320838627097
"E.23.elec_share_industry","GCAM-PNNL","No IRA","Industry","% Electricity of Final Energy",2025,15.782502938281
"E.23.elec_share_industry","GCAM-PNNL","No IRA","Industry","% Electricity of Final Energy",2030,16.9636440356295
"E.23.elec_share_industry","GCAM-PNNL","No IRA","Industry","% Electricity of Final Energy",2035,18.8048692435155
"E.23.elec_share_industry","OP-NEMS","No IRA","Industry","% Electricity of Final Energy",2025,14.7354503276888
"E.23.elec_share_industry","OP-NEMS","No IRA","Industry","% Electricity of Final Energy",2030,14.4733679543496
"E.23.elec_share_industry","OP-NEMS","No IRA","Industry","% Electricity of Final Energy",2035,14.2041642854303
"E.23.elec_share_industry","USREP-ReEDS","No IRA","Industry","% Electricity of Final Energy",2025,15.0096726056019
"E.23.elec_share_industry","USREP-ReEDS","No IRA","Industry","% Electricity of Final Energy",2030,14.7074978439938
"E.23.elec_share_industry","USREP-ReEDS","No IRA","Industry","% Electricity of Final Energy",2035,14.1643955494656
"E.23.elec_share_industry","EPS-EI","IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","GCAM-CGS","IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","NEMS-RHG","IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","RIO-REPEAT","IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","EPS-EI","No IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","GCAM-CGS","No IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","NEMS-RHG","No IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","RIO-REPEAT","No IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","GCAM-PNNL","IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","OP-NEMS","IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","USREP-ReEDS","IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","GCAM-PNNL","No IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","OP-NEMS","No IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","USREP-ReEDS","No IRA","Industry","% Electricity of Final Energy",2020,13
"E.23.elec_share_industry","EPS-EI","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.23.elec_share_industry","EPS-EI","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,0.111128899999997
"E.23.elec_share_industry","EPS-EI","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,0.174644599999997
"E.23.elec_share_industry","EPS-EI","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,0.1266067
"E.23.elec_share_industry","GCAM-CGS","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.23.elec_share_industry","GCAM-CGS","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,1.3
"E.23.elec_share_industry","GCAM-CGS","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,3.3
"E.23.elec_share_industry","GCAM-CGS","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,1.1
"E.23.elec_share_industry","GCAM-PNNL","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.23.elec_share_industry","GCAM-PNNL","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,0.160171916125499
"E.23.elec_share_industry","GCAM-PNNL","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,-0.121530915214898
"E.23.elec_share_industry","GCAM-PNNL","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,-0.959180150240101
"E.23.elec_share_industry","NEMS-RHG","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.23.elec_share_industry","NEMS-RHG","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,-0.0205103000000015
"E.23.elec_share_industry","NEMS-RHG","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,0.0614290999999998
"E.23.elec_share_industry","NEMS-RHG","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,0.0619502999999995
"E.23.elec_share_industry","OP-NEMS","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.23.elec_share_industry","OP-NEMS","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,0.173233309391799
"E.23.elec_share_industry","OP-NEMS","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,1.2288453397084
"E.23.elec_share_industry","OP-NEMS","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,1.3063768096344
"E.23.elec_share_industry","RIO-REPEAT","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.23.elec_share_industry","RIO-REPEAT","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,-0.0100000000000016
"E.23.elec_share_industry","RIO-REPEAT","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,-0.00999999999999801
"E.23.elec_share_industry","RIO-REPEAT","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,-0.0199999999999996
"E.23.elec_share_industry","USREP-ReEDS","% Difference","Economy-Wide","Absolute Difference from No IRA",2020,0
"E.23.elec_share_industry","USREP-ReEDS","% Difference","Economy-Wide","Absolute Difference from No IRA",2025,-0.817924309660201
"E.23.elec_share_industry","USREP-ReEDS","% Difference","Economy-Wide","Absolute Difference from No IRA",2030,-0.469485594162499
"E.23.elec_share_industry","USREP-ReEDS","% Difference","Economy-Wide","Absolute Difference from No IRA",2035,-0.432311686755897
"E.23.elec_share_industry","EPS-EI","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.23.elec_share_industry","EPS-EI","% Difference","Economy-Wide","% Difference from No IRA",2025,0.619459981962277
"E.23.elec_share_industry","EPS-EI","% Difference","Economy-Wide","% Difference from No IRA",2030,0.981572170455123
"E.23.elec_share_industry","EPS-EI","% Difference","Economy-Wide","% Difference from No IRA",2035,0.713279099910595
"E.23.elec_share_industry","GCAM-CGS","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.23.elec_share_industry","GCAM-CGS","% Difference","Economy-Wide","% Difference from No IRA",2025,9.0909090909091
"E.23.elec_share_industry","GCAM-CGS","% Difference","Economy-Wide","% Difference from No IRA",2030,22.4489795918367
"E.23.elec_share_industry","GCAM-CGS","% Difference","Economy-Wide","% Difference from No IRA",2035,6.62650602409637
"E.23.elec_share_industry","GCAM-PNNL","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.23.elec_share_industry","GCAM-PNNL","% Difference","Economy-Wide","% Difference from No IRA",2025,1.01487018093307
"E.23.elec_share_industry","GCAM-PNNL","% Difference","Economy-Wide","% Difference from No IRA",2030,-0.716419862145426
"E.23.elec_share_industry","GCAM-PNNL","% Difference","Economy-Wide","% Difference from No IRA",2035,-5.10070098238442
"E.23.elec_share_industry","NEMS-RHG","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.23.elec_share_industry","NEMS-RHG","% Difference","Economy-Wide","% Difference from No IRA",2025,-0.16253156025909
"E.23.elec_share_industry","NEMS-RHG","% Difference","Economy-Wide","% Difference from No IRA",2030,0.491163689449894
"E.23.elec_share_industry","NEMS-RHG","% Difference","Economy-Wide","% Difference from No IRA",2035,0.498828752540085
"E.23.elec_share_industry","OP-NEMS","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.23.elec_share_industry","OP-NEMS","% Difference","Economy-Wide","% Difference from No IRA",2025,1.1756227705256
"E.23.elec_share_industry","OP-NEMS","% Difference","Economy-Wide","% Difference from No IRA",2030,8.49038968389596
"E.23.elec_share_industry","OP-NEMS","% Difference","Economy-Wide","% Difference from No IRA",2035,9.19713953868018
"E.23.elec_share_industry","RIO-REPEAT","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.23.elec_share_industry","RIO-REPEAT","% Difference","Economy-Wide","% Difference from No IRA",2025,-0.0577367205542815
"E.23.elec_share_industry","RIO-REPEAT","% Difference","Economy-Wide","% Difference from No IRA",2030,-0.0582411182294584
"E.23.elec_share_industry","RIO-REPEAT","% Difference","Economy-Wide","% Difference from No IRA",2035,-0.117302052785921
"E.23.elec_share_industry","USREP-ReEDS","% Difference","Economy-Wide","% Difference from No IRA",2020,0
"E.23.elec_share_industry","USREP-ReEDS","% Difference","Economy-Wide","% Difference from No IRA",2025,-5.44931479288186
"E.23.elec_share_industry","USREP-ReEDS","% Difference","Economy-Wide","% Difference from No IRA",2030,-3.19215137165039
"E.23.elec_share_industry","USREP-ReEDS","% Difference","Economy-Wide","% Difference from No IRA",2035,-3.05210120153844
