"model","scenario","variable_rename","year","value"
"GCAM-PNNL","IRA","Total Industry Emissions",2030,166.846086877083
"GCAM-PNNL","IRA","Total Industry Emissions",2035,161.447809183169
"GCAM-PNNL","IRA","Total Industry Emissions",2021,1220.7
"IPM-NRDC","No IRA","Total Industry Emissions",2025,277.256490325314
"IPM-NRDC","No IRA","Total Industry Emissions",2030,268.516550690162
"IPM-NRDC","No IRA","Total Industry Emissions",2035,267.587834315934
"IPM-NRDC","No IRA","Total Industry Emissions",2021,1220.7
"IPM-NRDC","IRA","Total Industry Emissions",2025,294.093752394684
"IPM-NRDC","IRA","Total Industry Emissions",2030,206.490457319852
"IPM-NRDC","IRA","Total Industry Emissions",2035,191.422876788582
"IPM-NRDC","IRA","Total Industry Emissions",2021,1220.7
"IPM-EPA","No IRA","Total Industry Emissions",2025,276.988306109996
"IPM-EPA","No IRA","Total Industry Emissions",2030,317.622793525413
"IPM-EPA","No IRA","Total Industry Emissions",2035,295.382470304323
"IPM-EPA","No IRA","Total Industry Emissions",2021,1220.7
"IPM-EPA","IRA","Total Industry Emissions",2025,293.809281859393
"IPM-EPA","IRA","Total Industry Emissions",2030,236.763026050501
"IPM-EPA","IRA","Total Industry Emissions",2035,144.057295653635
"IPM-EPA","IRA","Total Industry Emissions",2021,1220.7
"MARKAL-NETL","No IRA","Total Industry Emissions",2025,1315.09823294074
"MARKAL-NETL","No IRA","Total Industry Emissions",2030,1336.12445394298
"MARKAL-NETL","No IRA","Total Industry Emissions",2035,1367.98578387372
"MARKAL-NETL","No IRA","Total Industry Emissions",2021,1220.7
"MARKAL-NETL","IRA","Total Industry Emissions",2025,1316.81746493009
"MARKAL-NETL","IRA","Total Industry Emissions",2030,1314.64620977431
"MARKAL-NETL","IRA","Total Industry Emissions",2035,1222.2666622171
"MARKAL-NETL","IRA","Total Industry Emissions",2021,1220.7
"NEMS-RHG","No IRA","Total Industry Emissions",2025,1093.61770739756
"NEMS-RHG","No IRA","Total Industry Emissions",2030,1070.74176083867
"NEMS-RHG","No IRA","Total Industry Emissions",2035,1049.8547982036
"NEMS-RHG","No IRA","Total Industry Emissions",2021,1220.7
"NEMS-RHG","IRA","Total Industry Emissions",2025,1121.96780917347
"NEMS-RHG","IRA","Total Industry Emissions",2030,937.684138612776
"NEMS-RHG","IRA","Total Industry Emissions",2035,844.772202018129
"NEMS-RHG","IRA","Total Industry Emissions",2021,1220.7
"OP-NEMS","No IRA","Total Industry Emissions",2025,1314.090576
"OP-NEMS","No IRA","Total Industry Emissions",2030,1264.990967
"OP-NEMS","No IRA","Total Industry Emissions",2035,1239.155518
"OP-NEMS","No IRA","Total Industry Emissions",2022,1382.125977
"OP-NEMS","No IRA","Total Industry Emissions",2023,1368.256958
"OP-NEMS","No IRA","Total Industry Emissions",2024,1329.564453
"OP-NEMS","No IRA","Total Industry Emissions",2026,1302.894531
"OP-NEMS","No IRA","Total Industry Emissions",2027,1287.601318
"OP-NEMS","No IRA","Total Industry Emissions",2028,1283.514648
"OP-NEMS","No IRA","Total Industry Emissions",2029,1273.452026
"OP-NEMS","No IRA","Total Industry Emissions",2031,1260.465332
"OP-NEMS","No IRA","Total Industry Emissions",2032,1264.094482
"OP-NEMS","No IRA","Total Industry Emissions",2033,1263.117188
"OP-NEMS","No IRA","Total Industry Emissions",2034,1251.128662
"OP-NEMS","No IRA","Total Industry Emissions",2021,1220.7
"OP-NEMS","IRA","Total Industry Emissions",2025,1290.757446
"OP-NEMS","IRA","Total Industry Emissions",2030,1146.979248
"OP-NEMS","IRA","Total Industry Emissions",2035,1066.524902
"OP-NEMS","IRA","Total Industry Emissions",2022,1381.951416
"OP-NEMS","IRA","Total Industry Emissions",2023,1368.644043
"OP-NEMS","IRA","Total Industry Emissions",2024,1324.078003
"OP-NEMS","IRA","Total Industry Emissions",2026,1265.446533
"OP-NEMS","IRA","Total Industry Emissions",2027,1234.540161
"OP-NEMS","IRA","Total Industry Emissions",2028,1208.079712
"OP-NEMS","IRA","Total Industry Emissions",2029,1170.78418
"OP-NEMS","IRA","Total Industry Emissions",2031,1129.796753
"OP-NEMS","IRA","Total Industry Emissions",2032,1123.962402
"OP-NEMS","IRA","Total Industry Emissions",2033,1107.81189
"OP-NEMS","IRA","Total Industry Emissions",2034,1079.847412
"OP-NEMS","IRA","Total Industry Emissions",2021,1220.7
"REGEN-EPRI","No IRA","Total Industry Emissions",2025,1405.32172710039
"REGEN-EPRI","No IRA","Total Industry Emissions",2030,1342.83672051109
"REGEN-EPRI","No IRA","Total Industry Emissions",2035,1305.60388833707
"REGEN-EPRI","No IRA","Total Industry Emissions",2021,1220.7
"REGEN-EPRI","IRA","Total Industry Emissions",2025,1389.51737451374
"REGEN-EPRI","IRA","Total Industry Emissions",2030,1279.63544614596
"REGEN-EPRI","IRA","Total Industry Emissions",2035,1044.22398984278
"REGEN-EPRI","IRA","Total Industry Emissions",2021,1220.7
"RIO-REPEAT","No IRA","Total Industry Emissions",2025,1176.84466865969
"RIO-REPEAT","No IRA","Total Industry Emissions",2030,1069.43215031315
"RIO-REPEAT","No IRA","Total Industry Emissions",2035,1020.4880302394
"RIO-REPEAT","No IRA","Total Industry Emissions",2021,1220.7
"RIO-REPEAT","IRA","Total Industry Emissions",2025,1143.88801535224
"RIO-REPEAT","IRA","Total Industry Emissions",2030,911.216300940439
"RIO-REPEAT","IRA","Total Industry Emissions",2035,688.092322643343
"RIO-REPEAT","IRA","Total Industry Emissions",2021,1220.7
"AEO.2023","No IRA","Total Industry Emissions",2025,1330.928101
"AEO.2023","No IRA","Total Industry Emissions",2030,1331.838379
"AEO.2023","No IRA","Total Industry Emissions",2035,1338.454346
"AEO.2023","No IRA","Total Industry Emissions",2022,1392.48645
"AEO.2023","No IRA","Total Industry Emissions",2023,1373.731689
"AEO.2023","No IRA","Total Industry Emissions",2024,1342.744385
"AEO.2023","No IRA","Total Industry Emissions",2026,1335.197998
"AEO.2023","No IRA","Total Industry Emissions",2027,1334.293945
"AEO.2023","No IRA","Total Industry Emissions",2028,1335.599365
"AEO.2023","No IRA","Total Industry Emissions",2029,1335.988525
"AEO.2023","No IRA","Total Industry Emissions",2031,1324.355713
"AEO.2023","No IRA","Total Industry Emissions",2032,1325.81897
"AEO.2023","No IRA","Total Industry Emissions",2033,1330.183594
"AEO.2023","No IRA","Total Industry Emissions",2034,1335.602783
"AEO.2023","No IRA","Total Industry Emissions",2021,1220.7
"AEO.2023","IRA","Total Industry Emissions",2025,1318.057739
"AEO.2023","IRA","Total Industry Emissions",2030,1211.789795
"AEO.2023","IRA","Total Industry Emissions",2035,1223.267578
"AEO.2023","IRA","Total Industry Emissions",2022,1392.85144
"AEO.2023","IRA","Total Industry Emissions",2023,1350.519165
"AEO.2023","IRA","Total Industry Emissions",2024,1334.820679
"AEO.2023","IRA","Total Industry Emissions",2026,1298.450439
"AEO.2023","IRA","Total Industry Emissions",2027,1270.626343
"AEO.2023","IRA","Total Industry Emissions",2028,1246.968384
"AEO.2023","IRA","Total Industry Emissions",2029,1226.747803
"AEO.2023","IRA","Total Industry Emissions",2031,1209.937988
"AEO.2023","IRA","Total Industry Emissions",2032,1215.535034
"AEO.2023","IRA","Total Industry Emissions",2033,1219.532959
"AEO.2023","IRA","Total Industry Emissions",2034,1221.428101
"AEO.2023","IRA","Total Industry Emissions",2021,1220.7
"EPA-GHGI","Historic","Total Industry Emissions",2021,1220.7
