"model","scenario","unit","year","variable","region","value","figure_num"
"USREP-ReEDS","Mod","Mt CO2/yr",2030,"Emissions|CO2|Energy","United States",3493.680895,"1.5.ew_sensitivities_BW"
"USREP-ReEDS","Mod","Mt CO2/yr",2035,"Emissions|CO2|Energy","United States",3231.66939,"1.5.ew_sensitivities_BW"
"NEMS-OP","Mod","Mt CO2/yr",2030,"Emissions|CO2|Energy","United States",3766.616211,"1.5.ew_sensitivities_BW"
"NEMS-OP","Mod","Mt CO2/yr",2035,"Emissions|CO2|Energy","United States",3336.378906,"1.5.ew_sensitivities_BW"
"NEMS-OP","Opt-Adv","Mt CO2/yr",2030,"Emissions|CO2|Energy","United States",3373.291016,"1.5.ew_sensitivities_BW"
"NEMS-OP","Opt-Adv","Mt CO2/yr",2035,"Emissions|CO2|Energy","United States",2963.411621,"1.5.ew_sensitivities_BW"
"USREP-ReEDS","Mod","Mt CO2/yr",2030,"Emissions|CO2|Energy","United States",3493.680895,"1.5.ew_sensitivities_BW"
"USREP-ReEDS","Mod","Mt CO2/yr",2035,"Emissions|CO2|Energy","United States",3231.66939,"1.5.ew_sensitivities_BW"
"USREP-ReEDS","Opt-Adv","Mt CO2/yr",2030,"Emissions|CO2|Energy","United States",3294.518897,"1.5.ew_sensitivities_BW"
"USREP-ReEDS","Opt-Adv","Mt CO2/yr",2035,"Emissions|CO2|Energy","United States",2984.003895,"1.5.ew_sensitivities_BW"
"USREP-ReEDS","Pess-Adv","Mt CO2/yr",2030,"Emissions|CO2|Energy","United States",3391.754436,"1.5.ew_sensitivities_BW"
"USREP-ReEDS","Pess-Adv","Mt CO2/yr",2035,"Emissions|CO2|Energy","United States",3028.01331,"1.5.ew_sensitivities_BW"
